Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Fingerprint1,Fingerprint2
N/A,I 29 / 23730262,3.846,yes,6,no,184493380085041074,-2289697076697621765
N/A,I 29 / 23936100,0.255,yes,181,no,184899099004848242,6925868429160222445
N/A,I 29 / 23949009,0.644,yes,4,no,185159132119648487,-2309176022140978593
N/A,I 29 / 24099064,0.585,yes,144,no,185425213333784926,6909305388033634607
N/A,I 29 / 24116483,0.311,yes,332,no,184940330280372355,-2300881307243116365
N/A,I 29 / 24227191,0.307,yes,151,no,185076669457451201,-6914792736687127361
N/A,I 29 / 2531479,1.609,yes,101,no,183737466949813842,-6892525432190522275
N/A,I 29 / 262146,0.125,yes,278,no,183828176653862538,2330776236144471113
N/A,I 29 / 262156,0.392,yes,286,no,183839171768567436,-6892600198695998405
N/A,I 29 / 262168,0.367,yes,311,no,183852915658147475,-2280944966552245219
N/A,I 29 / 262206,2.352,yes,347,no,183879853656852120,-2281010937124082913
N/A,I 29 / 262244,0.662,yes,87,no,183786395217249905,-2280870199979660193
N/A,I 29 / 262247,0.328,yes,267,no,183778698635855473,-6892551820419257247
N/A,I 29 / 262338,1.579,yes,281,no,183737466949813842,-2280835015718720417
N/A,I 29 / 262585,0.511,yes,92,no,184978813025339537,-6913961506244655521
N/A,I 29 / 262792,6.860,yes,341,no,184206957754271534,-6897240136171380453
N/A,I 29 / 262795,6.839,yes,161,no,184206407998457646,6937817919106588955
N/A,I 29 / 264140,0.499,yes,334,no,185072271419328702,2308667261087384789
N/A,I 29 / 264346,0.575,yes,359,no,185143738820020449,-6921855999138596849
N/A,I 29 / 266559,0.548,yes,146,no,184595634328258533,-6904633251068897611
N/A,I 29 / 266566,0.502,yes,326,no,184596733839886310,2318734387741464247
N/A,I 29 / 266571,9.083,yes,356,no,184492830114269112,2320867440253212391
N/A,I 29 / 266573,9.116,yes,176,no,184491730603689911,-2290800985992325399
N/A,I 29 / 266602,3.618,yes,348,no,184609927919126507,-6904743202181343973
N/A,I 29 / 266609,5.785,yes,186,no,184617624468015083,6930310455064794145
N/A,I 29 / 266610,1.699,yes,353,no,184614325872314352,6929294506320729125
N/A,I 29 / 266627,0.715,yes,353,no,184620373150091250,-6906190159458331693
N/A,I 29 / 266629,0.658,yes,173,no,184619823394277362,-6906198955553451051
N/A,I 29 / 266637,6.508,yes,161,no,184648960346507252,2317005955957526847
N/A,I 29 / 266644,6.605,yes,341,no,184650609611851764,6928683178308669751
N/A,I 29 / 270575,0.700,yes,331,no,185195415587604726,2299185073287590885
N/A,I 29 / 271488,0.975,yes,215,no,185000253515712666,-6913943913978919235
N/A,I 29 / 274128,0.435,yes,176,no,184934833025796226,6925054790694079789
N/A,I 29 / 277740,3.923,yes,7,no,185145388155619553,-6921855999088264683
N/A,I 29 / 3536603,0.447,yes,6,no,184614325904820208,6929294506310243611
N/A,I 29 / 4050033,0.139,yes,195,no,184919439380662395,2309252200675673631
N/A,I 29 / 6631115,0.560,yes,181,no,184488981971421111,-2290800986374006021
N/A,I 29 / 7108875,0.458,yes,353,no,184186067141871405,-6897125787257789429
N/A,I 29 / 7108887,3.089,yes,330,no,183978259705317056,2328713553010239339
N/A,I 29 / 7175519,0.252,yes,143,no,185082716764063940,-6914858707361725273
N/A,I 29 / 723644,0.347,yes,296,no,183818281050785411,-2280874597931799477
N/A,I 29 / 726164,4.763,yes,133,no,185134392760944854,2300253798537360425
N/A,I 29 / 726179,0.575,yes,151,no,185194316076501238,2299176277186180079
N/A,I 29 / 726192,7.717,yes,124,no,185294371531868411,6910734753095217509
N/A,I 29 / 726673,0.427,yes,141,no,185092062604511431,6920146571406345345
N/A,I 29 / 727044,7.296,yes,355,no,185156933216454883,6916205921969371743
N/A,I 29 / 727063,7.331,yes,175,no,185155833705875682,-2307152920750065055
N/A,I 29 / 727133,0.612,yes,358,no,184918339863791740,-6914220991242566109
N/A,I 29 / 727136,0.410,yes,232,no,184926036457244796,2309287385098094139
N/A,I 29 / 727140,0.139,yes,198,no,184919439380662395,2309252200675673631
N/A,I 29 / 727156,0.599,yes,160,no,184919989125466235,2309252200684062155
N/A,I 29 / 727195,4.593,yes,328,no,184982111654594694,-2300947277680736567
N/A,I 29 / 727196,4.592,yes,145,no,184983760919414919,-6912655286351165763
N/A,I 29 / 727992,3.103,yes,360,no,184899098953468018,-6909194024040526455
N/A,I 29 / 727993,3.078,yes,180,no,184898549198178418,6925864031237442957
N/A,I 29 / 728002,2.231,yes,311,no,184888653691045981,-6908573899606192359
N/A,I 29 / 728004,3.060,yes,132,no,184874909804087378,2314943272781352729
N/A,I 29 / 728015,2.135,yes,134,no,184784200161904687,-6907944979280162731
N/A,I 29 / 728018,2.779,yes,319,no,184797944048338993,2315409465468260373
N/A,I 29 / 728025,0.642,yes,317,no,184746267038533672,-6907839426390388479
N/A,I 29 / 728026,0.664,yes,138,no,184742418749933606,-6907821834219024121
N/A,I 29 / 741821,0.725,yes,168,no,183893047725082280,-6893466613659456913
N/A,I 29 / 741996,1.755,yes,172,no,183913938411407019,-6893642535471666771
N/A,I 29 / 744060,0.532,yes,114,no,183811683983640190,-2280865801853457331
N/A,I 29 / 749667,1.376,yes,334,no,183922734438893233,6940821783623772367
N/A,I 29 / 749902,1.292,yes,154,no,183921634927789745,2329131367141484759
N/A,I 29 / 754976,0.560,yes,149,no,184425760254150552,2322705823088778685
N/A,I 29 / 7623952,2.908,yes,149,no,183974961173055167,-6894649687770388609
N/A,I 29 / 7623953,0.839,yes,139,no,184014543542372059,6939761854758528819
N/A,I 29 / 8695254,0.860,yes,245,no,184949675965630594,2309348957877175897
N/A,I 29 / 876487,0.616,yes,346,no,185144288951748832,6916359853551123881
N/A,I 29 / 887458,3.910,yes,4,no,185142639240235224,-6922977500998928369
N/A,I 29 / 887578,0.596,yes,165,no,185143189441169631,-2307003387214824017
N/A,I 29 / 888122,3.872,yes,184,no,185141539729131736,-6922968704910100465
N/A,I 29 / 888434,1.223,yes,175,no,185114052476881107,2305549046264102639
N/A,I 29 / 914358,4.387,yes,180,no,184938681226840195,6923695794326342895
N/A,I 29 / 914747,1.086,yes,36,no,185002452540541083,2309428122886342345
N/A,I 29 / 91634,0.872,yes,114,no,183843569813505673,-2280909782182253537
N/A,I 29 / 91724,0.386,yes,357,no,183892497999677095,-2281569489024701709
N/A,I 29 / 925466,1.193,yes,355,no,185115151983790291,-6917866971049492769
N/A,I 29 / 925937,0.549,yes,357,no,184935932532181122,-6910034050909467373
N/A,I 29 / 9728217,3.783,yes,180,no,184938681086331010,-6912466170628011341
N/A,I 29 / 9728296,0.491,yes,155,no,184267980547376977,6936164253651968233
N/A,I 29 / 9728297,7.377,yes,151,no,184337249671399253,6936049905002618357
N/A,I 29 / 9758107,0.672,yes,273,no,183689638196627014,2330864196590251117
N/A,I 29 / 9760398,0.704,yes,96,no,183687988929185349,2330864196588153963
N/A,I 29 / 99004,2.283,yes,167,no,183879303902086808,-6892692557509154007
N/A,I 29 / 99106,1.817,yes,353,no,183915037920937644,6941402325670963617
N/A,I 29;I 80 Local;US 6 / 1389331,0.707,yes,91,no,185012348040333471,2308658464805618945
N/A,I 29;I 80 Local;US 6 / 16525110,0.655,yes,271,no,184982661227432082,2308667260781200645
N/A,I 29;I 80 Local;US 6 / 21436418,0.682,yes,90,no,184983210982197394,2308658464690275585
N/A,I 29;I 80 Local;US 6 / 23218633,0.235,yes,91,no,184963969528711309,-6914713572273552127
N/A,I 29;I 80 Local;US 6 / 273528,0.506,yes,90,no,185038186563586220,-2303027553539980031
N/A,I 29;I 80 Local;US 6 / 277449,0.718,yes,270,no,185011798285568158,-2303018757530843899
N/A,I 29;I 80 Local;US 6 / 5602321,0.183,yes,268,no,185050830948878517,-6914704775853374201
N/A,I 29;I 80 Local;US 6 / 726610,0.470,yes,268,no,185037087053007020,-6914704775882734331
N/A,I 29;I 80 Local;US 6 / 727279,0.212,yes,272,no,184964519286098062,2308671658720756997
N/A,I 29;US 20 Business / 19259041,0.075,yes,100,no,183823228851537544,-6892591402686862261
N/A,I 29;US 275 / 1389145,4.106,yes,194,no,185100858482575562,2306103200095142471
N/A,I 29;US 275 / 14124894,0.598,yes,164,no,185095910610520266,2306103200055296051
N/A,I 29;US 275 / 14779390,0.636,yes,355,no,185109104890038481,6918972293036114503
N/A,I 29;US 275 / 20918025,0.631,yes,174,no,185108555134748881,2307286274606629449
N/A,I 29;US 275 / 268367,4.348,yes,0,no,185106356186990796,-2303309028292296047
N/A,I 29;US 275 / 4570460,0.638,yes,344,no,185099209138587851,-6917326011389444073
N/A,I 29;US 275 / 726370,1.542,yes,354,no,185110204222359759,2305892093875191655
N/A,I 29;US 275 / 726769,4.316,yes,14,no,185100308723091659,-6917326011362180537
N/A,I 29;US 275 / 876033,4.338,yes,180,no,185105806430652620,-6914995046721781103
N/A,I 29;US 275 / 876471,1.628,yes,169,no,185108554961733837,6917639684949540731
N/A,I 29;US 6 / 11279769,0.213,yes,150,no,184930984197179519,-2302856030168545991
N/A,I 29;US 6 / 15741171,0.304,yes,330,no,184932633464096896,2308829988269327665
N/A,I 29;US 6 / 23854880,0.092,yes,330,no,184937031505365123,2308764017580049705
N/A,I 29;US 6 / 4047323,0.105,yes,0,no,184923287634659453,6920634753904280977
N/A,I 29;US 6 / 727170,0.359,yes,356,no,184922737896147068,-6914220991238371913
N/A,I 29;US 6 / 727286,0.648,yes,298,no,184946377345288324,2308746425477891335
N/A,I 29;US 6 / 727302,0.452,yes,157,no,184923837380511869,2308935541358331215
N/A,I 29;US 6 / 727308,0.165,yes,180,no,184922737878321277,2308935541335262609
N/A,I 29;US 6 / 727328,0.337,yes,359,no,184923287640950909,6920661142183347639
N/A,I 29;US 6 / 727330,0.496,yes,179,no,184922737888282749,2308979521800373707
N/A,I 29;US 6 / 887571,0.889,yes,142,no,184941429542963329,-2302904408581602047
N/A,I 29;US 6 / 887572,0.490,yes,341,no,184924387137374333,6920634753927349583
N/A,I 29;US 75 Business / 14749428,0.087,yes,360,no,183893047736616616,-2281784993301648697
N/A,I 29;US 75 Business / 19262058,0.334,yes,360,no,183892497987094184,-6893365458612770105
N/A,I 29;US 75 Business / 19946966,0.099,yes,180,no,183892497981851304,-6893466613684622645
N/A,I 29;US 75 Business / 22099434,0.057,yes,0,no,183892497993385640,-6893365458614867213
N/A,I 35 / 10181286,0.921,yes,164,no,190554990070289019,-2270081766103433439
N/A,I 35 / 10181288,0.680,yes,178,no,190560487563940480,-6882335132526559689
N/A,I 35 / 10343946,0.644,yes,176,no,190059658125857181,2325164352561226249
N/A,I 35 / 10998894,0.520,yes,352,no,190049761466339735,-6907074146095590823
N/A,I 35 / 10999396,0.721,yes,26,no,190313096620888589,2333934058292130355
N/A,I 35 / 11021822,0.727,yes,358,no,190561587074519681,2341036904332410417
N/A,I 35 / 11265051,0.558,yes,16,no,189565974990115003,2304757414872743505
N/A,I 35 / 11265058,0.453,yes,31,no,189581368215818433,6916993189181128507
N/A,I 35 / 11265060,1.371,yes,2,no,189596211647959237,-2306277692561948717
N/A,I 35 / 11265061,0.421,yes,2,no,189597311186849994,-2305943441025007613
N/A,I 35 / 11516532,0.495,yes,189,no,189596212005523657,-6914871884292029197
N/A,I 35 / 12297372,4.522,yes,3,no,189477463803383950,-6923311735947397187
N/A,I 35 / 12297376,3.804,yes,32,no,189540685855150238,-6922045098331997807
N/A,I 35 / 12557043,0.699,yes,221,no,190110786272186799,-2279489189266313459
N/A,I 35 / 12812324,0.311,yes,88,no,190025572184314250,6927702434136461843
N/A,I 35 / 13544197,0.750,yes,358,no,189607207819628751,2314512282183274257
N/A,I 35 / 13555448,0.757,yes,179,no,190047562525921687,-6906344070387330169
N/A,I 35 / 13622645,0.631,yes,189,no,189460971051896972,-6923470065730849349
N/A,I 35 / 13622649,0.600,yes,200,no,189495605821264026,-6922177039920269313
N/A,I 35 / 13622653,0.562,yes,184,no,189550031768998068,-2309466276460758575
N/A,I 35 / 1376837,0.938,yes,3,no,190063505567732124,6929536419644839359
N/A,I 35 / 1376971,0.774,yes,354,no,189610506316239056,2314195622851251839
N/A,I 35 / 1388400,1.367,yes,358,no,189606108339982542,-6908512309001318553
N/A,I 35 / 1388446,0.760,yes,174,no,189609956560425167,-6909176414005621121
N/A,I 35 / 1390403,1.189,yes,359,no,190059108067529116,-2289292435172352527
N/A,I 35 / 1390418,2.311,yes,185,no,190062406675812765,-2288817446121889975
N/A,I 35 / 13905649,1.299,yes,359,no,190047562557378967,-6906014216898997281
N/A,I 35 / 1390822,0.504,yes,354,no,189613255075909841,-6909369928041623995
N/A,I 35 / 1390936,1.235,yes,179,no,190058558311190940,-6900987249694859789
N/A,I 35 / 1390938,2.310,yes,5,no,190062956431626654,2322868572307595081
N/A,I 35 / 1390962,1.031,yes,176,no,190099240450609581,6936111499317354637
N/A,I 35 / 1390987,0.943,yes,195,no,189555529605009592,6916188346573127177
N/A,I 35 / 14130079,0.460,yes,1,no,189605558611955918,-6908512309003415493
N/A,I 35 / 14358720,0.370,yes,182,no,189568723780718781,6916566578600345205
N/A,I 35 / 14358722,0.223,yes,177,no,189568174033817789,-6918399117705085297
N/A,I 35 / 14358723,1.141,yes,178,no,189566524787347645,-6918341943071080691
N/A,I 35 / 14358724,0.483,yes,212,no,189580818460528833,2305307170753740605
N/A,I 35 / 14358725,1.405,yes,182,no,189595661893193925,-2306273294517534759
N/A,I 35 / 14358726,0.442,yes,183,no,189596761433133258,-6917616265314959349
N/A,I 35 / 14384157,0.844,yes,360,no,189600060832567499,-2298726246693991163
N/A,I 35 / 14391743,1.013,yes,178,no,190059107670118812,-2292599766150801413
N/A,I 35 / 14391744,2.356,yes,179,no,190058557965160860,-6903432563555035141
N/A,I 35 / 14391745,0.655,yes,181,no,190058558010773916,-6903428165510620841
N/A,I 35 / 15077526,1.010,yes,182,no,189614904326574287,6925362671792426587
N/A,I 35 / 15402266,0.501,yes,219,no,190044813644616082,-6907338028896742841
N/A,I 35 / 15480819,0.794,yes,206,no,190311997108736524,6945611280624398901
N/A,I 35 / 16289307,0.793,yes,41,no,190108037489447341,-2279528771691204859
N/A,I 35 / 16655480,0.650,yes,5,no,190068454034330016,-6899918524352815211
N/A,I 35 / 17342678,0.682,yes,0,no,190059107766063516,-2291750943172060841
N/A,I 35 / 17342679,2.497,yes,359,no,190059107718353308,-2291750943172061209
N/A,I 35 / 17342680,0.991,yes,359,no,190059657421214109,2319297358513313653
N/A,I 35 / 17342681,1.806,yes,359,no,190060756890374557,6930732688293762723
N/A,I 35 / 17674353,0.713,yes,183,no,190059658277376412,-6897103774621358949
N/A,I 35 / 17712455,0.703,yes,181,no,190060208368734621,6940769030427912603
N/A,I 35 / 17712456,2.693,yes,180,no,190060208420639133,6940949350343256787
N/A,I 35 / 17712457,0.450,yes,182,no,190062957247418782,6941635445603183367
N/A,I 35 / 17712458,0.335,yes,180,no,190063507014767006,-2281622242042303699
N/A,I 35 / 17712459,0.809,yes,180,no,190063507032068510,-2281538679156495477
N/A,I 35 / 17974344,0.543,yes,179,no,189561027099185338,6915704561456905473
N/A,I 35 / 17974345,0.893,yes,179,no,189560477365391545,-6918988455964836607
N/A,I 35 / 17974346,0.475,yes,172,no,189558278362583224,6916188346566835561
N/A,I 35 / 18581325,0.346,yes,0,no,190064056771105183,2330063776387181359
N/A,I 35 / 18581337,0.660,yes,1,no,190060758125072797,-6894280228759131751
N/A,I 35 / 18982981,0.176,yes,2,no,189606108377206990,-2296707543320227761
N/A,I 35 / 18994668,0.651,yes,185,no,190067904278516128,6935139530927251349
N/A,I 35 / 18994669,1.672,yes,193,no,190072852115968417,6935306656763879501
N/A,I 35 / 18994670,0.609,yes,206,no,190092643356725673,-6899346778197319539
N/A,I 35 / 19100686,0.495,yes,178,no,189607757556568271,6926009184610684631
N/A,I 35 / 19249818,0.365,yes,2,no,189603359009886413,6921800254082778989
N/A,I 35 / 19249824,0.846,yes,4,no,189602259479908556,-6913565664455162003
N/A,I 35 / 19249825,0.492,yes,3,no,189600060436205772,2309678829042403083
N/A,I 35 / 19249826,3.981,yes,4,no,189599510612758731,6920353296768042705
N/A,I 35 / 19249828,0.585,yes,9,no,189597311520297161,-2303163875627891451
N/A,I 35 / 19317020,1.502,yes,344,no,190556089581392506,-6881701813826863363
N/A,I 35 / 19454443,0.498,yes,26,no,189425786500501626,6910110245795656453
N/A,I 35 / 19454444,2.063,yes,42,no,189392801121259617,-6925352429803277613
N/A,I 35 / 19454448,0.646,yes,36,no,189357616717189210,-6925488769452740069
N/A,I 35 / 19564033,0.642,yes,340,no,190096491685695915,6936177470019215577
N/A,I 35 / 1972122,3.755,yes,210,no,189540136099860638,6913026151085504911
N/A,I 35 / 1972127,4.537,yes,183,no,189476914047570062,2300060300903184319
N/A,I 35 / 20294396,0.181,yes,182,no,190048661944750488,2316130764981277277
N/A,I 35 / 20512333,0.518,yes,359,no,189561027134836922,6916003628619660679
N/A,I 35 / 20512334,0.667,yes,359,no,189561576872300730,6916003628621757693
N/A,I 35 / 20648913,0.829,yes,180,no,189598961321464011,6924650188203101447
N/A,I 35 / 20849721,0.325,yes,208,no,189424686988873850,-6924930217310948613
N/A,I 35 / 20849725,0.638,yes,217,no,189356517205561433,-2313798352985132517
N/A,I 35 / 20849726,2.142,yes,222,no,189392801122308192,-2313666411373792549
N/A,I 35 / 21145159,1.338,yes,181,no,190560487594349184,-6882335132530753759
N/A,I 35 / 21168094,0.361,yes,182,no,189605558626111694,-6908375969561571219
N/A,I 35 / 21202498,0.487,yes,156,no,190090994135421353,6936225848516157699
N/A,I 35 / 21202499,1.964,yes,151,no,190066804912116125,-6898370411915894473
N/A,I 35 / 22049800,1.085,yes,3,no,189567074544210109,-6918324350882939123
N/A,I 35 / 22049801,0.256,yes,357,no,189568723791204541,-6918328748958810503
N/A,I 35 / 22049802,0.337,yes,359,no,189569273538105533,-2306792264112800135
N/A,I 35 / 2222481,0.797,yes,182,no,190066255925957023,-6892261525387465409
N/A,I 35 / 23254955,0.730,yes,177,no,189598961070330059,6922741436021475567
N/A,I 35 / 23333436,0.702,yes,2,no,189606658146652366,-2296663562853019487
N/A,I 35 / 23470376,0.555,yes,4,no,189550581524811957,6913905760398211537
N/A,I 35 / 23470384,0.561,yes,19,no,189496155576553627,2301190598890092539
N/A,I 35 / 23470389,0.668,yes,8,no,189462070563000461,2299893175035098555
N/A,I 35 / 23482161,0.694,yes,357,no,189600060581433547,-2300634998875617041
N/A,I 35 / 2405269,0.688,yes,359,no,190048112282784151,-2294658051957845103
N/A,I 35 / 24076093,0.495,yes,183,no,189600060437254347,-2302002791340570867
N/A,I 35 / 263157,0.655,yes,356,no,190046463075111318,-6905847091133672329
N/A,I 35 / 266947,4.171,yes,182,no,189599510751695051,-2300815318782572787
N/A,I 35 / 267588,0.664,yes,176,no,190045913319821718,6929215362190808183
N/A,I 35 / 268631,3.017,yes,9,no,189585766594203848,2307761280740492483
N/A,I 35 / 268787,0.663,yes,185,no,190060207607468444,-2288984571910283713
N/A,I 35 / 270197,1.329,yes,19,no,190048662128251286,-6905847091093826219
N/A,I 35 / 272623,2.991,yes,2,no,189600610281672908,6922556718080591767
N/A,I 35 / 273146,5.076,yes,30,no,190371370814755347,6945787202914759721
N/A,I 35 / 274458,1.033,yes,2,no,190561037345444481,2341036904330313469
N/A,I 35 / 275029,0.675,yes,5,no,190060757362758045,2322697048472690239
N/A,I 35 / 2931772,1.871,yes,179,no,190060207137706396,-2292599766148704595
N/A,I 35 / 2931774,0.762,yes,180,no,190059657342046621,2318413351162484397
N/A,I 35 / 2953036,0.651,yes,2,no,190066805681770912,2331128103655451957
N/A,I 35 / 3006489,0.583,yes,196,no,189564325720051898,6916421443063381579
N/A,I 35 / 3746091,0.870,yes,188,no,190046462967632277,-2295256186283355341
N/A,I 35 / 3773240,0.686,yes,33,no,190441189875470918,6946891112649864299
N/A,I 35 / 3773241,3.787,yes,21,no,190480222600122957,-6888021806831094281
N/A,I 35 / 3773242,0.747,yes,29,no,190525302637679213,6947907061721085507
N/A,I 35 / 4304405,0.601,yes,181,no,189590714342002887,-2304078669331561625
N/A,I 35 / 4502649,0.627,yes,0,no,190543994628952697,6950374365853661857
N/A,I 35 / 4807239,0.779,yes,209,no,190523653369188972,6947893867575260737
N/A,I 35 / 4807240,3.652,yes,203,no,190479123089019469,-6887999816606927375
N/A,I 35 / 4807241,0.749,yes,211,no,190441189876519494,2335209492268987509
N/A,I 35 / 4828540,0.760,yes,200,no,190556639088693884,6951003286573956041
N/A,I 35 / 5811506,0.295,yes,179,no,190058558288122268,-6901062016487645853
N/A,I 35 / 6029217,0.779,yes,1,no,190060756851052957,-6904985073965066589
N/A,I 35 / 6355131,0.638,yes,0,no,189591264097292488,2307598553004901225
N/A,I 35 / 6365776,4.338,yes,180,no,190060208109736349,6938134600576149137
N/A,I 35 / 6365778,2.827,yes,177,no,190059108468085148,-6897103774621359359
N/A,I 35 / 6365779,0.700,yes,180,no,190059658170421661,2325371060745151233
N/A,I 35 / 6566835,5.394,yes,180,no,190060758032273821,6940769030436300505
N/A,I 35 / 723346,0.524,yes,352,no,190044813679219094,6928115850567226003
N/A,I 35 / 723703,7.908,yes,360,no,190062406431494557,2320106599069261035
N/A,I 35 / 723705,8.237,yes,180,no,190061856680923548,-6903265437787611887
N/A,I 35 / 723912,1.337,yes,178,no,190059107554775453,2318413351168775611
N/A,I 35 / 723913,1.198,yes,359,no,190060207065354653,-6904985073962969665
N/A,I 35 / 723941,0.963,yes,188,no,190062406054531483,-6905534829778954821
N/A,I 35 / 723959,1.252,yes,199,no,190047562616099222,6929215362228557135
N/A,I 35 / 724001,1.313,yes,180,no,190047012801565079,2317362218000192479
N/A,I 35 / 724052,0.728,yes,179,no,190048112259191191,-2294851566004333773
N/A,I 35 / 724135,2.202,yes,360,no,189599511122890955,-2298515140415320579
N/A,I 35 / 724197,0.927,yes,51,yes,190049211689030032,-6907355621072301479
N/A,I 35 / 724338,1.520,yes,178,no,189605558584692942,6926572134559911777
N/A,I 35 / 724492,4.164,yes,184,no,189598960854847690,-2303058322507430189
N/A,I 35 / 724586,7.033,yes,1,no,189596211785846984,2307598553030066179
N/A,I 35 / 724600,6.982,yes,182,no,189596211787419847,-2304083067352907765
N/A,I 35 / 725355,7.500,yes,358,no,189599510950400203,-2300634998879810397
N/A,I 35 / 725356,7.500,yes,178,no,189598411439296715,6922741436017282215
N/A,I 35 / 725592,3.938,yes,213,no,189300991811735597,6908768841297293791
N/A,I 35 / 725594,3.539,yes,45,no,189311986930634802,-2314519632665382435
N/A,I 35 / 725596,0.547,yes,39,no,189255362035666988,2297056434265780375
N/A,I 35 / 725674,5.432,yes,3,no,189459321691656318,-2313151839776803473
N/A,I 35 / 725676,5.549,yes,181,no,189454373888282749,-6924859848440941199
N/A,I 35 / 726063,6.515,yes,1,no,189562676259147958,2302360479499025597
N/A,I 35 / 726064,6.550,yes,181,no,189562126503858357,-6921011557359944511
N/A,I 35 / 728896,0.398,yes,359,no,190059108043411868,-2289292435172352711
N/A,I 35 / 728898,0.089,yes,180,no,190058558282355100,-6901084006720201407
N/A,I 35 / 728909,0.330,yes,180,no,190059108031353244,-6901084006718104303
N/A,I 35 / 728975,2.952,yes,25,no,190083847250071969,-6899751398472146727
N/A,I 35 / 728990,0.847,yes,360,no,190060207906312605,6936867963172561597
N/A,I 35 / 728991,0.800,yes,180,no,190059658147877277,2325164352557032113
N/A,I 35 / 729218,0.698,yes,0,no,190064606568862111,6942057658072443875
N/A,I 35 / 729269,0.627,yes,359,no,190062956964303262,-6895819545029630247
N/A,I 35 / 729272,0.626,yes,180,no,190062407208489374,6939238510250436313
N/A,I 35 / 730467,1.820,yes,180,no,190543444911936121,2338859871265373047
N/A,I 35 / 730468,1.916,yes,0,no,190543994667225721,6950532695559519099
N/A,I 35 / 730507,0.643,yes,360,no,190543994520425081,6949463970225862917
N/A,I 35 / 730510,0.710,yes,179,no,190543444761989753,2337747165470800127
N/A,I 35 / 730515,3.022,yes,180,no,190542345306985081,2337927485377755741
N/A,I 35 / 730518,2.934,yes,360,no,190543444819137145,6949626697946774105
N/A,I 35 / 730553,5.421,yes,180,no,190545093936632435,-2275302247375030099
N/A,I 35 / 730555,5.517,yes,360,no,190546193450357364,-6886983867753809733
N/A,I 35 / 730878,7.652,yes,220,no,190229533623407032,-2279357247170530845
N/A,I 35 / 730881,7.799,yes,40,no,190229533622882744,2332311179077104103
N/A,I 35 / 730892,3.730,yes,179,no,190067355506266528,6942998840164232913
N/A,I 35 / 730897,3.599,yes,359,no,190067905257886112,-6892076807320752449
N/A,I 35 / 731237,5.299,yes,357,no,190565985029804673,-6882519850469540915
N/A,I 35 / 731243,5.387,yes,178,no,190564885518176897,2340865380518476745
N/A,I 35 / 7598783,0.760,yes,21,no,190558288357708413,2339326064245881805
N/A,I 35 / 7598894,5.424,yes,360,no,190061307788611997,-6894280228750743847
N/A,I 35 / 7598896,2.815,yes,360,no,190061307933315485,-6894113102983320865
N/A,I 35 / 7598897,0.342,yes,3,no,190063507004805534,-6893396221397816569
N/A,I 35 / 7598899,0.867,yes,0,no,190064606545269151,2330151737319500691
N/A,I 35 / 8208073,0.694,yes,178,no,189606658062766287,2314499088041643793
N/A,I 35 / 8427354,0.407,yes,182,no,189605008858239182,6926572134555717695
N/A,I 35 / 8605324,2.209,yes,328,no,190069003933274525,-2286675597378707167
N/A,I 35 / 8605325,0.677,yes,360,no,190060207883243933,6936867963176755725
N/A,I 35 / 8631275,0.645,yes,180,no,190543444874187385,2338697143517199015
N/A,I 35 / 875869,2.022,yes,180,no,189598411608641739,6924861294469189099
N/A,I 35 / 878216,2.276,yes,1,no,190065156369764767,6942233579939179755
N/A,I 35 / 8793876,0.682,yes,359,no,190059657782448541,2322120904371346745
N/A,I 35 / 888654,2.201,yes,180,no,190064606612902303,2330547561507597539
N/A,I 35 / 889008,5.068,yes,210,no,190370821059465747,2334105582531785771
N/A,I 35 / 8908680,0.957,yes,8,no,190047562480832918,6928115850573517629
N/A,I 35 / 8942871,0.021,yes,183,no,189605558620344526,-6908380367610179517
N/A,I 35 / 8947709,0.546,yes,360,no,189561576853950650,-6919225950472241987
N/A,I 35 / 912959,0.495,yes,358,no,189608307312382159,-6909048870669381929
N/A,I 35 / 913490,2.956,yes,188,no,189584667081527495,-2303929135735503687
N/A,I 35 / 915388,0.769,yes,180,no,190064056811999647,2330354047456914403
N/A,I 35 / 924895,1.001,yes,167,no,190046462939320725,-2295256186283355555
N/A,I 35 / 9314187,0.672,yes,1,no,190060207929381277,6937087865500214027
N/A,I 35 / 9314189,2.786,yes,357,no,190059658225996188,-2285408960098852085
N/A,I 35 / 9314190,0.637,yes,3,no,190060208033714588,-2285408960098851689
N/A,I 35 / 9314191,4.366,yes,0,no,190060757865550237,-6896932250796939631
N/A,I 35 / 933018,1.222,yes,359,no,189560477405237434,6916135570021285395
N/A,I 35 / 933423,0.325,yes,174,no,189612155567427793,6925688127234248283
N/A,I 35 / 9425510,0.716,yes,359,no,190048662017626520,2316856442657706813
N/A,I 35 / 9967622,0.647,yes,3,no,189616003837677777,6925402254217317957
N/A,I 35 Business;US 30 / 728825,0.589,yes,85,no,189996435871191418,-6901114793234522833
N/A,I 35 Business;US 30 / 877962,0.484,yes,265,no,189998634894971260,-6901105997143597775
N/A,I 35 Business;US 30 / 914710,0.262,yes,85,no,189978293928284533,-6901119191377502935
N/A,I 35 Bus;US 30 / 10454263,0.591,yes,85,no,190025023175086471,-6901097200939426505
N/A,I 35 Bus;US 30 / 20426096,0.123,yes,266,no,190011279279739269,-2289411182602216141
N/A,I 35 Bus;US 30 / 21345359,0.116,yes,85,no,190039866583110035,2322288030073756985
