Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Fingerprint1,Fingerprint2
N/A,I 35 Bus;US 30 / 21345361,0.079,yes,85,no,190010729523401094,2322270437772369201
N/A,I 35 Bus;US 30 / 728901,0.174,yes,265,no,190038767072006545,-2289393590307119813
N/A,I 35 Bus;US 30 / 728904,0.495,yes,264,no,190024473419796872,6933965252378762553
N/A,I 35;I 80 / 17449089,0.107,yes,91,no,189973345379897716,-6907373213547752949
N/A,I 35;I 80 / 5811257,0.432,yes,86,no,189984340496699766,-2295687195051159025
N/A,I 35;I 80 / 8086016,0.188,yes,90,no,189966748310131057,2315998823288148491
N/A,I 35;IA 27 / 1390811,0.609,yes,2,no,190532999938396788,6953945579578736887
N/A,I 35;IA 27 / 16529999,0.848,yes,201,no,190533000025428595,2342963248622486093
N/A,I 35;IA 27 / 16530002,1.420,yes,181,no,190532450212467315,-2268916283882848011
N/A,I 35;IA 27 / 16530003,0.760,yes,178,no,190531350733869683,2342963248588931481
N/A,I 35;IA 27 / 16800328,0.799,yes,357,no,190532450244973171,-6880408788261650027
N/A,I 35;IA 27 / 16800329,1.359,yes,1,no,190533549724095092,6954099511206625685
N/A,I 35;IA 27 / 17403198,0.639,yes,180,no,190547294031532666,-2265718904012650607
N/A,I 35;IA 27 / 17877386,0.680,yes,358,no,190546744458171002,6959350778793314811
N/A,I 35;IA 27 / 17877387,2.246,yes,360,no,190546744413606522,-6876454944395736581
N/A,I 35;IA 27 / 17877388,0.537,yes,360,no,190546744371663482,-6876591283837581065
N/A,I 35;IA 27 / 18092798,0.647,yes,360,no,190547843787870843,2346129842139842375
N/A,I 35;IA 27 / 18092806,4.418,yes,359,no,190548393466614394,6956527232939476807
N/A,I 35;IA 27 / 18092807,0.661,yes,0,no,190546194366288506,2344674088736277831
N/A,I 35;IA 27 / 22657378,0.591,yes,180,no,190545644860559994,2346780753013000445
N/A,I 35;IA 27 / 22657379,2.202,yes,180,no,190545644903027322,2346930286596475387
N/A,I 35;IA 27 / 22657380,0.675,yes,177,no,190545644946543225,-2264025656110069253
N/A,I 35;IA 27 / 263670,0.602,yes,181,no,190531900425720435,-2269430855324647179
N/A,I 35;IA 27 / 889162,2.559,yes,359,no,190547294080291450,-6876591283833387119
N/A,I 35;IA 27 / 915753,2.559,yes,179,no,190546194568663674,2346780753019291537
N/A,I 35;US 18;IA 27 / 916092,0.277,yes,180,no,190531900412613235,-2269501224070922065
N/A,I 35;US 18;IA 27 / 916843,0.291,yes,1,no,190532450168951412,2342184794360660145
N/A,I 380 / 1390441,0.578,yes,129,no,192826029986895493,-6893141124120040651
N/A,I 380 / 18360717,0.216,yes,180,no,192822731463546501,-6893141124176663699
N/A,I 380 / 18740364,0.267,yes,55,no,192841972908119692,6941850960500108103
N/A,I 380;IA 27 / 11327649,0.051,yes,40,no,194245498505353484,2321830649271426155
N/A,I 380;IA 27 / 13179116,0.656,yes,314,no,193138840956917520,-6893884392793429557
N/A,I 380;IA 27 / 13692207,0.712,yes,297,no,193371387543508856,-2283249506580420609
N/A,I 380;IA 27 / 13692208,3.149,yes,297,no,193445604551645061,6940043365898528601
N/A,I 380;IA 27 / 13692209,0.570,yes,306,no,193517072781760444,6939678328113604401
N/A,I 380;IA 27 / 13856674,0.605,yes,117,no,193441206506182553,-6895155427075414113
N/A,I 380;IA 27 / 13856675,1.155,yes,117,no,193407671413593989,6940038967560513471
N/A,I 380;IA 27 / 13856676,0.695,yes,116,no,193371937298798457,6940118132227844093
N/A,I 380;IA 27 / 1386168,5.816,yes,124,no,193656710652057561,-2284085134048090941
N/A,I 380;IA 27 / 1390412,6.253,yes,128,no,193248242299918103,-6893981149015562207
N/A,I 380;IA 27 / 14148720,0.687,yes,314,no,193999758053955735,-2286455680100457925
N/A,I 380;IA 27 / 14392221,0.235,yes,181,no,194237252105230600,-2290409523049915513
N/A,I 380;IA 27 / 14745746,0.483,yes,334,no,194237802016758023,2322666278093856177
N/A,I 380;IA 27 / 15408432,0.592,yes,359,no,194170731947972842,-6899654625917394939
N/A,I 380;IA 27 / 15544309,0.601,yes,179,no,194170182192158954,2323866944516661183
N/A,I 380;IA 27 / 15947074,0.572,yes,129,no,193803495351081023,6937932304745505813
N/A,I 380;IA 27 / 15947075,0.964,yes,130,no,193778206598846513,6938095032393016383
N/A,I 380;IA 27 / 15991392,0.692,yes,165,no,194226806917781762,-6900525438893810201
N/A,I 380;IA 27 / 15991393,0.339,yes,152,no,194221859130661119,-6900455070181089739
N/A,I 380;IA 27 / 15991394,0.627,yes,127,no,194206465977833717,-2288667896709112233
N/A,I 380;IA 27 / 16332401,0.656,yes,344,no,194228456183650563,6934515024208600547
N/A,I 380;IA 27 / 16332415,0.681,yes,308,no,194209214755330294,-2288676692787454385
N/A,I 380;IA 27 / 16332418,0.319,yes,347,no,194223508396005633,6934589790967832109
N/A,I 380;IA 27 / 16873075,0.623,yes,134,no,193133893157213966,-2282185180245382699
N/A,I 380;IA 27 / 17193670,0.619,yes,130,no,193086064472708855,-6893303850863678749
N/A,I 380;IA 27 / 18898990,1.043,yes,311,no,193778756354660401,6938108226540938301
N/A,I 380;IA 27 / 18898992,0.675,yes,309,no,193807343640729664,6937927906719966219
N/A,I 380;IA 27 / 21261269,0.090,yes,180,no,194246598091954445,2322450773831589259
N/A,I 380;IA 27 / 21667575,0.438,yes,154,no,194236152750889222,6934361092605877691
N/A,I 380;IA 27 / 23976093,1.027,yes,282,no,193086614234289907,-2281613434373002521
N/A,I 380;IA 27 / 258264,0.664,yes,317,no,193753467606095912,6938231371717420175
N/A,I 380;IA 27 / 261873,0.615,yes,318,no,193565451256158163,6939388057228420769
N/A,I 380;IA 27 / 264967,0.665,yes,137,no,193754017360861224,-6896835479657765751
N/A,I 380;IA 27 / 870963,1.067,yes,318,no,193541262019221445,6939590367300822741
N/A,I 380;IA 27 / 886183,0.320,yes,184,no,194238901318146313,6932496320883071675
N/A,I 380;IA 27 / 907602,5.450,yes,133,no,193895854264375368,2326153928004084339
N/A,I 380;IA 27 / 908789,5.338,yes,310,no,193899152797685834,-6897240099076955535
N/A,I 380;IA 27 / 915420,2.217,yes,353,no,193103656619431682,-2281692599094859263
N/A,I 380;IA 27 / 916269,2.098,yes,174,no,193102557108852480,-2281701395202561529
N/A,I 380;IA 27 / 927365,5.686,yes,305,no,193658359918974939,6939273708665054407
N/A,I 380;IA 27 / 934977,6.076,yes,308,no,193250991078463257,-2282317120824924125
N/A,I 380;IA 27 / 9781916,0.004,yes,335,no,194237252139833608,-2290088465652507651
N/A,I 380;US 20;IA 27 / 15918186,1.270,yes,98,no,192987658189362885,6941859757232761617
N/A,I 380;US 20;IA 27 / 15918189,0.553,yes,123,no,192954123097822908,6941934523826318137
N/A,I 380;US 20;IA 27 / 16355111,0.623,yes,254,no,192861764124759697,-6893154318116967585
N/A,I 380;US 20;IA 27 / 20429814,0.533,yes,305,no,192956322121078461,-6893123531447456967
N/A,I 380;US 20;IA 27 / 20429815,1.261,yes,278,no,192989857213142726,6941859757241150227
N/A,I 380;US 20;IA 27 / 21584374,0.653,yes,91,no,193059676196263658,-2281613434467374327
N/A,I 380;US 20;IA 27 / 22282383,0.411,yes,271,no,193056377661904619,-2281609036452320501
N/A,I 380;US 20;IA 27 / 266092,0.708,yes,96,no,193029989382837981,2330085777992592139
N/A,I 380;US 20;IA 27 / 269222,0.717,yes,274,no,193032188406617821,-2281595842379896051
N/A,I 380;US 20;IA 27 / 7084235,0.078,yes,246,no,192847470469404304,6941894940973607757
N/A,I 380;US 20;IA 27 / 878212,1.619,yes,91,no,192908493371037340,-2281433115057444005
N/A,I 380;US 20;IA 27 / 888408,1.659,yes,270,no,192910692394817181,6941943319854328667
N/A,I 380;US 218 / 1390470,0.522,yes,151,no,192813385633060478,-2281213213207942261
N/A,I 380;US 218 / 1390662,0.556,yes,332,no,192814485143639679,6942154425608711047
N/A,I 380;US 218 / 15147386,0.284,yes,160,no,192821082203444867,-6893017978874352787
N/A,I 380;US 218 / 17265856,0.326,yes,179,no,192805689063200381,-6892820066837976127
N/A,I 380;US 218 / 19711702,0.342,yes,354,no,192806238818489981,-2281134048406393921
N/A,I 380;US 218 / 22272883,0.453,yes,349,no,192823281222506116,-6893026774958986413
N/A,I 380;US 218;IA 27 / 14560399,0.305,yes,5,no,194239451072387337,-6902574928536528205
N/A,I 380;US 218;IA 27 / 18131874,0.750,yes,169,no,194245498225383691,-6903788789340039149
N/A,I 380;US 218;IA 27 / 20037194,0.660,yes,181,no,194300473608067365,-6905635968677571219
N/A,I 380;US 218;IA 27 / 21252591,0.651,yes,356,no,194241100221339914,2319921897070926009
N/A,I 380;US 218;IA 27 / 21252592,0.704,yes,356,no,194243299224148235,2319759169358403687
N/A,I 380;US 218;IA 27 / 21252594,0.733,yes,350,no,194246047981197580,2319578849472419861
N/A,I 380;US 218;IA 27 / 267356,1.866,yes,185,no,194235052994418952,-6903036723426485609
N/A,I 380;US 218;IA 27 / 913641,6.074,yes,184,no,194291127860418830,2319394131711890797
N/A,I 380;US 218;IA 27 / 913693,0.062,yes,6,no,194240000833444106,2320876273157544635
N/A,I 380;US 218;IA 27 / 925606,6.154,yes,3,no,194291677615184142,-6903977905138690715
N/A,I 480;US 6 / 727179,0.246,yes,250,no,184904595961104498,-6914216593244289555
N/A,I 480;US 6 / 727180,0.243,yes,72,no,184904595961104498,-6914216593244289557
N/A,I 480;US 6 / 727182,0.230,yes,259,no,184894700354881646,6920832665907103203
N/A,I 480;US 6 / 727183,0.225,yes,79,no,184894700354881646,6920828267860592099
N/A,I 680 / 11789161,0.356,yes,68,no,184928785410377852,-2300916491646662447
N/A,I 680 / 13695357,0.796,yes,271,no,184858966408382552,6922358787954182293
N/A,I 680 / 14359715,1.159,yes,68,no,184899098588039271,-2301017646768846655
N/A,I 680 / 16725408,0.030,yes,248,no,184937031750731907,6922499525679515861
N/A,I 680 / 2499557,1.159,yes,247,no,184899098588563559,-6912699267151820605
N/A,I 680 / 269011,0.383,yes,248,no,184929335166716028,-6912598112025442091
N/A,I 680 / 3017201,0.781,yes,91,no,184859516163672152,-2301017646945007469
N/A,I 680 / 727189,0.033,yes,68,no,184936481993869443,2310804711157008595
N/A,I 680 / 727298,0.860,yes,261,no,184823782036293704,2310650779166312597
N/A,I 680 / 727300,0.881,yes,83,no,184824331791583304,2310646381123995795
N/A,I 74 / 13522244,0.275,yes,181,no,196763379275750789,-6908762970351726671
N/A,I 74 / 13522245,0.384,yes,181,no,196763379285712261,-6908692601607548961
N/A,I 74 / 13522246,0.846,yes,180,no,196763929059876228,2314987298503004127
N/A,I 74 / 1373162,0.667,yes,180,no,196763379261070725,6926123561116503955
N/A,I 74 / 1390143,0.713,yes,1,no,196763929015311749,-2297266067922219121
N/A,I 74 / 21105598,0.246,yes,1,no,196763929042050437,-2296984592943411239
N/A,I 74 / 21105618,0.898,yes,358,no,196764478815165828,6926673316934586329
N/A,I 74 / 21105625,0.399,yes,1,no,196763929032088965,-2297085748015263811
N/A,I 74 / 272694,0.652,yes,357,no,196764478750678405,-2297266067915927823
N/A,I 74 / 722425,0.219,yes,177,no,196763928991718789,-2297349630803833089
N/A,I 74 / 722431,0.397,yes,177,no,196763379245342085,6926123561118600983
N/A,I 74;US 6 / 265693,0.572,yes,152,no,196767227515067782,2314279213046173375
N/A,I 74;US 6 / 722445,0.475,yes,329,no,196768876780412294,-6909119212085571905
N/A,I 74;US 6 / 722452,0.539,yes,169,no,196773274812767625,6925828892046397059
N/A,I 74;US 6 / 722453,0.479,yes,349,no,196773824569105801,-6909233561280180601
N/A,I 74;US 6 / 722465,0.366,yes,166,no,196777672845647243,2314010932238356057
N/A,I 74;US 6 / 722469,1.041,yes,345,no,196781521127955851,6925705746783931923
N/A,I 74;US 6 / 722471,0.622,yes,167,no,196782620633292172,-2297767445144793581
N/A,I 80 / 10351304,0.603,yes,272,no,194616033306827183,6928344566463468341
N/A,I 80 / 10351305,1.483,yes,272,no,194571503086950802,-6906700294777728201
N/A,I 80 / 10351306,0.796,yes,259,no,194523124573755779,6928322575891174205
N/A,I 80 / 10357129,0.593,yes,296,no,194737529308666343,2316412257888637609
N/A,I 80 / 10666148,2.193,yes,269,no,196800762721426817,6926752482088456293
N/A,I 80 / 10759800,0.875,yes,37,no,185429613003491678,-6912281450751456861
N/A,I 80 / 10974220,0.547,yes,117,no,194731481996286436,-2295260566426479951
N/A,I 80 / 11393369,0.518,yes,272,no,195376895267789578,2315946067395351025
N/A,I 80 / 11393373,4.809,yes,89,no,192416460311713182,6928511684179923835
N/A,I 80 / 11447289,4.195,yes,88,no,193609430411597762,-6906713492369173699
N/A,I 80 / 11447290,0.526,yes,91,no,193710035727112211,-2295014279716269253
N/A,I 80 / 11527851,0.485,yes,96,no,186657767747046285,6925010816837094727
N/A,I 80 / 12031167,0.268,yes,270,no,189556630352908469,-2296694349348466623
N/A,I 80 / 12416142,2.386,yes,270,no,193430759773132675,2316684931938390841
N/A,I 80 / 12416143,0.552,yes,277,no,193368637369309048,-6906669513118313661
N/A,I 80 / 12416145,4.453,yes,277,no,193262534506141474,-6906550765950594229
N/A,I 80 / 12830065,0.645,yes,86,no,185714936527800799,2313333590920793429
N/A,I 80 / 13207827,0.374,yes,56,no,190054709244547479,6927706832294122023
N/A,I 80 / 13500773,0.686,yes,271,no,185925493006617150,6925037202339532117
N/A,I 80 / 13500781,0.487,yes,272,no,185834233542035991,2313359979642359129
N/A,I 80 / 13500782,1.552,yes,271,no,185877664251333152,6925041600274894167
N/A,I 80 / 13556107,0.687,yes,271,no,193708386460194833,-2295009881661369539
N/A,I 80 / 13556482,0.983,yes,267,no,196423630249876705,-6908173633335586657
N/A,I 80 / 13625167,0.334,yes,270,no,192735318685865562,-6906559564388232323
N/A,I 80 / 13659347,0.772,yes,79,no,194527522620266885,-6906735479376309445
N/A,I 80 / 13718310,0.680,yes,37,no,185468095967086961,6923273583922776691
N/A,I 80 / 1377647,3.417,yes,89,no,186259744540412604,2313329195176955213
N/A,I 80 / 1377834,0.641,yes,58,no,185570900384500126,-6911089579610076263
N/A,I 80 / 1389733,2.143,yes,92,no,185773760404605419,-6910025251448418983
N/A,I 80 / 14191314,0.841,yes,90,no,193006348302112464,-2294873544887102595
N/A,I 80 / 14273780,0.561,yes,258,no,189380158675832930,-2297222115579916449
N/A,I 80 / 14743693,0.337,yes,338,no,197099829865831965,2314952115424858123
N/A,I 80 / 14840907,0.596,yes,271,no,195459908393589551,2315928475532268009
N/A,I 80 / 14912898,0.816,yes,218,no,185429613004540254,-2300582238188729949
N/A,I 80 / 15056548,0.308,yes,102,no,196667172056554838,-2296628351522041769
N/A,I 80 / 15132553,0.574,yes,269,no,194953033573030472,-2295427691342458239
N/A,I 80 / 15412657,0.514,yes,91,no,195522580554799948,6927596902006395363
N/A,I 80 / 15412658,0.766,yes,92,no,195495092764629821,-6907456755313143325
N/A,I 80 / 15453408,0.291,yes,89,no,189543436213375151,-6908384765870600127
N/A,I 80 / 15453409,0.421,yes,56,no,189529142558544040,-6908441940521381825
N/A,I 80 / 15553709,0.159,yes,271,no,190217986743816675,-6907148912238259599
N/A,I 80 / 15650324,0.663,yes,259,no,190152016039858624,-2295533262766861727
N/A,I 80 / 15734424,0.377,yes,89,no,196832648558632353,-6908305573218873245
N/A,I 80 / 16221101,0.334,yes,90,no,186775415490694084,-6910056034099786427
N/A,I 80 / 16297587,0.814,yes,90,no,191814477697078451,6928494089374536571
N/A,I 80 / 16401967,0.894,yes,272,no,195491794230270778,-6907447959224315419
N/A,I 80 / 16401968,0.521,yes,270,no,195522030799510348,2315915281623421413
N/A,I 80 / 16465416,0.594,yes,90,no,186427969816840995,-2298365618930315959
N/A,I 80 / 16465417,1.400,yes,90,no,186385638619695880,-2298361220980273847
N/A,I 80 / 16465418,0.559,yes,92,no,186344406933654270,2313329195267132747
N/A,I 80 / 16610436,0.582,yes,274,no,194472547037305198,2316649751391507245
N/A,I 80 / 16621859,0.639,yes,269,no,193003599523567313,-6906555165293145217
N/A,I 80 / 16621860,2.926,yes,269,no,193079465826408158,2316816872037684097
N/A,I 80 / 16634247,0.753,yes,90,no,191763350405862556,-6906568364155464839
N/A,I 80 / 16973314,0.318,yes,282,no,196649579873656142,-2296601963310083997
N/A,I 80 / 16973315,0.117,yes,282,no,196658375965629780,-2296619555477254047
N/A,I 80 / 16973316,0.307,yes,282,no,196667172057079127,2315062064951857241
N/A,I 80 / 17393351,0.699,yes,92,no,194248796437829895,6928467710371173231
N/A,I 80 / 17393352,0.295,yes,92,no,194227355961612545,-6906585946977725585
N/A,I 80 / 17393353,0.469,yes,92,no,194211413043534072,-6906581548979448975
N/A,I 80 / 17393358,5.704,yes,76,no,194080021403490443,2316671740544029555
N/A,I 80 / 17474566,0.515,yes,261,no,191146524358562694,-6906779472759876833
N/A,I 80 / 17474567,3.294,yes,274,no,191227888218493840,6928291777196593943
N/A,I 80 / 17501888,2.952,yes,220,no,185515375011121529,2311728303296220019
N/A,I 80 / 17580330,0.681,yes,90,no,186172883120245423,2313329194623307085
N/A,I 80 / 17638431,0.511,yes,269,no,191813927941788853,-2294873549463088259
N/A,I 80 / 17643843,1.171,yes,75,no,189342225516810315,-2297305678560096435
N/A,I 80 / 17643844,1.050,yes,75,no,189296595775868984,6925995989365952299
N/A,I 80 / 17643845,1.130,yes,75,no,189252065546555427,6925921222411685643
N/A,I 80 / 17643846,0.632,yes,72,no,189215781654974487,-6909189609604772119
N/A,I 80 / 17933294,0.668,yes,270,no,186176181655128752,-6910042842220982961
N/A,I 80 / 18294932,0.269,yes,271,no,194364794915084608,6928472108826628977
N/A,I 80 / 1896209,0.645,yes,257,no,189537388898898090,2314952086616281153
N/A,I 80 / 19263981,0.486,yes,107,no,195635830234635136,6927464961038881175
N/A,I 80 / 19297813,0.301,yes,268,no,186793007676738508,-2298370015607386809
N/A,I 80 / 19378807,0.101,yes,281,no,190053059981824409,2316073590399701547
N/A,I 80 / 19393857,0.273,yes,90,no,189555530841280693,6926677687504212033
N/A,I 80 / 20020654,0.552,yes,271,no,186343307422550781,-6910038443545326259
N/A,I 80 / 20020656,1.419,yes,270,no,186385088863881992,6925015213918915915
N/A,I 80 / 20020657,0.600,yes,270,no,186427969817365283,-2298361220883804853
N/A,I 80 / 20358190,1.054,yes,96,no,196424180002020577,6926880023906357405
N/A,I 80 / 20491699,0.335,yes,90,no,192735318685341274,-6906563962434743429
N/A,I 80 / 2090995,1.330,yes,92,no,194572602598054292,6928353362447438647
N/A,I 80 / 2090997,0.642,yes,92,no,194614384038861230,2316658548031886133
N/A,I 80 / 2100756,0.469,yes,92,no,195380193802148620,2315941669357228527
N/A,I 80 / 21618503,0.547,yes,90,no,195164689559804585,6927931152178090617
N/A,I 80 / 21711158,0.555,yes,90,no,194952483816692296,-2295432089393163649
N/A,I 80 / 21732850,0.347,yes,92,no,195471453265156918,-2295766338965073435
N/A,I 80 / 21853498,0.455,yes,269,no,196857387571305899,-2296615156646408089
N/A,I 80 / 21853502,0.554,yes,269,no,196742488605154678,-6908309971596734365
N/A,I 80 / 21853550,0.173,yes,265,no,184926586133891197,6920344482861810947
N/A,I 80 / 2196333,3.369,yes,269,no,192814483523589729,2316812473013900161
N/A,I 80 / 22116162,0.502,yes,270,no,195164139803990697,6927935550218310267
N/A,I 80 / 22662138,0.374,yes,268,no,196911813397929413,-6908287980730838933
N/A,I 80 / 22796358,5.852,yes,256,no,194082770183084170,-2295009879815875723
N/A,I 80 / 22796359,0.459,yes,272,no,194216910601672955,2316794885942809459
N/A,I 80 / 22796360,0.135,yes,272,no,194229554984868100,2316790487917269873
N/A,I 80 / 22796362,0.670,yes,272,no,194246597415098630,-2294899928447577233
N/A,I 80 / 22889012,0.523,yes,251,no,189216881167126553,2314191223336734441
N/A,I 80 / 22955708,0.579,yes,270,no,186910105666145279,6925010817810173259
N/A,I 80 / 22955709,2.312,yes,270,no,186971678317300746,-6910047237098697397
N/A,I 80 / 23387093,0.163,yes,85,no,184925486621214844,-2303031952045767423
N/A,I 80 / 23859237,0.645,yes,263,no,185716585795766752,2313337988973595991
N/A,I 80 / 23974741,0.507,yes,277,no,186657767747046285,6925015214887800137
N/A,I 80 / 24053256,0.551,yes,53,no,185635221930592702,-6910130805231579823
N/A,I 80 / 24147479,0.504,yes,93,no,185829835495000596,-2298330436846219945
N/A,I 80 / 24147484,0.621,yes,91,no,185924943250278974,-2298339232568046251
N/A,I 80 / 24147485,1.678,yes,91,no,185876014983367198,-6910020853049586347
N/A,I 80 / 24220033,4.300,yes,270,no,193602283586541502,6928348960942723903
N/A,I 80 / 24281419,0.412,yes,154,no,197098730355252764,6926651327991779339
N/A,I 80 / 24318812,0.500,yes,287,no,195633631212428159,6927473757125611931
N/A,I 80 / 2499745,2.944,yes,40,no,185515375010597241,2311723905251806065
N/A,I 80 / 260873,2.062,yes,55,no,189485711828275335,-2297050591268958171
N/A,I 80 / 261165,0.672,yes,271,no,193496180714461105,6928348960242275129
N/A,I 80 / 262565,0.860,yes,335,no,197110275210042911,-2296813067781009487
N/A,I 80 / 262633,5.224,yes,270,no,186050837330086475,-6910025250141893299
N/A,I 80 / 264500,3.621,yes,20,no,185610482858674601,2312370418357374245
N/A,I 80 / 264688,8.220,yes,41,no,185291624205601017,-2302121554549405357
N/A,I 80 / 264782,2.790,yes,277,no,186727586736458647,2313320400818277703
N/A,I 80 / 266290,0.528,yes,271,no,194381837345315141,-6906585946369551505
N/A,I 80 / 266914,0.713,yes,259,no,189406546958569581,6926180707713683311
N/A,I 80 / 268903,2.381,yes,96,no,186718240888146838,-6910056034152215225
N/A,I 80 / 268991,4.867,yes,89,no,186543968295144239,6925006418712989003
N/A,I 80 / 269006,0.608,yes,205,no,185189919266785524,2309414929445160601
N/A,I 80 / 269204,1.360,yes,5,no,185448304731572584,-2300419510392321483
N/A,I 80 / 269487,0.755,yes,155,no,197109175699463711,-2296813067789398085
N/A,I 80 / 270424,0.371,yes,240,no,190043164375077266,-6907338028888354259
N/A,I 80 / 271677,8.315,yes,221,no,185291074450311417,2309555667787057497
N/A,I 80 / 271709,4.872,yes,269,no,186543968295668527,6925010816759500109
N/A,I 80 / 272503,0.728,yes,78,no,189404897690603628,6926171911614369645
N/A,I 80 / 273130,0.720,yes,84,no,192534108058506747,6928494092111319937
N/A,I 80 / 273819,5.181,yes,90,no,186048088550492746,-2298339231727088307
N/A,I 80 / 274234,0.656,yes,238,no,185570900385024414,6923972873720695707
N/A,I 80 / 275624,4.194,yes,90,no,192639111419483657,6928507286932427643
N/A,I 80 / 277651,0.512,yes,269,no,189573123027849402,-2296694349264580541
N/A,I 80 / 3134038,1.804,yes,92,no,192949723454330541,-2294864748930395267
N/A,I 80 / 3134040,2.831,yes,88,no,193084413628208865,6928498492429046655
N/A,I 80 / 3771539,0.771,yes,79,no,190169608228000199,-6907206086979218839
N/A,I 80 / 4657587,0.575,yes,89,no,196757881767419261,-6908309971535916959
N/A,I 80 / 4657588,1.279,yes,89,no,196797464186019208,-6908309971328298909
N/A,I 80 / 4657590,0.985,yes,88,no,196861785617292712,-2296619554632101785
N/A,I 80 / 4657591,0.424,yes,88,no,196892022187580859,-2296610758469873559
N/A,I 80 / 5190586,0.345,yes,84,no,191150372649259913,-2295093454330391779
N/A,I 80 / 5190691,4.255,yes,94,no,191421402258691039,6928260991688905487
N/A,I 80 / 5190707,0.741,yes,270,no,191763350406386844,-6906563966108953733
N/A,I 80 / 5296178,0.459,yes,91,no,194363695403456829,-2294899928017661073
N/A,I 80 / 5811582,1.789,yes,272,no,192951922478110383,2316825667549795199
N/A,I 80 / 6114192,0.560,yes,217,no,185469745236625778,6923299972199746165
N/A,I 80 / 6252829,0.456,yes,292,no,195614389763660663,2315831719085740459
N/A,I 80 / 6252830,0.618,yes,286,no,195592949292686187,-6907496337375227457
N/A,I 80 / 6327638,0.460,yes,94,no,194471997280967023,2316640955287999277
N/A,I 80 / 6328150,0.326,yes,91,no,193953577552664708,-2295014278801910979
N/A,I 80 / 6354499,0.563,yes,77,no,189377959651528801,-2297230911681327269
N/A,I 80 / 6739030,4.314,yes,97,no,193260335482885923,2316816872838796107
N/A,I 80 / 6739033,0.538,yes,97,no,193363139811170166,6928388542142878531
N/A,I 80 / 6739034,2.548,yes,90,no,193429110505166720,-6906687104912190663
N/A,I 80 / 722049,1.345,yes,264,no,196702356428119388,-2296641545445568415
N/A,I 80 / 722052,1.702,yes,83,no,196709503254224220,-2296645943433359263
N/A,I 80 / 722173,2.487,yes,296,no,194678705457027515,2316654150358667975
N/A,I 80 / 722174,2.378,yes,117,no,194675406922668474,-6906717886514982195
N/A,I 80 / 722192,4.429,yes,88,no,195058586687199827,-6907118107099131269
N/A,I 80 / 722195,4.414,yes,268,no,195059136443538003,-2295427690625232259
N/A,I 80 / 722207,4.731,yes,92,no,194841433148053998,6928049898534212223
N/A,I 80 / 722208,4.553,yes,269,no,194845281439275505,-6907025748931898751
N/A,I 80 / 722262,1.754,yes,109,no,194426367557327182,-6906594742200429777
N/A,I 80 / 722264,1.650,yes,290,no,194426367557851471,-2294904325734919373
N/A,I 80 / 722278,0.406,yes,92,no,194382387100604742,-2294904325999160467
N/A,I 80 / 722286,0.376,yes,91,no,194346103217412406,-6906585946520546447
N/A,I 80 / 722288,0.495,yes,272,no,194348851997006134,-2294895530025675919
N/A,I 80 / 722359,1.138,yes,270,no,194313667624917280,-6906581548534852749
N/A,I 80 / 722360,1.228,yes,90,no,194311468601661726,-2294899928153975951
N/A,I 80 / 722370,0.512,yes,88,no,194274634961082644,-2294904326399716495
N/A,I 80 / 722552,0.512,yes,271,no,194495636780964217,6928322575763247917
N/A,I 80 / 722554,0.703,yes,91,no,194496736292067704,2316636557354734381
N/A,I 80 / 722762,0.870,yes,268,no,196885425118338484,-2296610758457290645
N/A,I 80 / 722768,4.664,yes,89,no,197000324084489668,2315079658744320055
N/A,I 80 / 722772,4.309,yes,274,no,197011868957105612,-2296601961630265297
N/A,I 80 / 722861,4.863,yes,270,no,193826583959132191,2316671739510133567
N/A,I 80 / 722864,5.291,yes,90,no,193833730784188446,2316667341526537021
N/A,I 80 / 723150,4.681,yes,281,no,195272991443606195,2316245134474220019
N/A,I 80 / 723152,4.745,yes,101,no,195275740221627059,-2295445281982901775
N/A,I 80 / 723185,1.389,yes,272,no,195417577196968724,6927627688002720235
N/A,I 80 / 723186,1.731,yes,93,no,195427472800570133,6927623290021220839
N/A,I 80 / 723196,1.186,yes,104,no,195558314679556950,6927596902195139015
N/A,I 80 / 723199,1.117,yes,279,no,195556665413688150,2315915281803776467
N/A,I 80 / 723302,0.564,yes,90,no,193156981395642136,2316816872140444543
N/A,I 80 / 723303,0.608,yes,271,no,193155332128724758,-2294864748244626559
N/A,I 80 / 723310,0.861,yes,90,no,193501678272075697,-2295023076576849097
N/A,I 80 / 723425,0.648,yes,269,no,192900245431080610,6928507287641265027
N/A,I 80 / 723427,0.618,yes,89,no,192898046407300770,2316816871156880257
N/A,I 80 / 723453,0.700,yes,264,no,192535207570658812,2316812471732540289
N/A,I 80 / 723485,0.638,yes,271,no,192300461839177105,-2294855955410578555
N/A,I 80 / 723487,0.647,yes,91,no,192299912082838929,-6906546371884477565
N/A,I 80 / 723534,8.431,yes,270,no,192106947791115502,6928507285248414597
N/A,I 80 / 723539,0.652,yes,269,no,191913433745675489,-2294869151024409727
N/A,I 80 / 723545,0.633,yes,91,no,191914533256254690,6928498487785952125
N/A,I 80 / 723546,1.619,yes,92,no,191866154743059651,2316808071209292669
N/A,I 80 / 723554,8.413,yes,90,no,192106947790591214,-6906559566128868477
