Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Fingerprint1,Fingerprint2
N/A,motorway_link / 19464543,0.022,yes,163,no,194612185012984243,2316636557738513195
N/A,motorway_link / 19469206,0.316,yes,7,no,194171281699592426,-6899654625911103515
N/A,motorway_link / 19476040,0.360,yes,68,no,192541804639376898,-2294891138882989183
N/A,motorway_link / 19479075,0.150,yes,266,no,183884251657750179,-6893343468401186055
N/A,motorway_link / 19488173,0.033,yes,138,no,189940909673107814,-2296641571343298473
N/A,motorway_link / 19490768,0.135,yes,350,no,194240550473390346,2319921897068828917
N/A,motorway_link / 19492487,0.239,yes,314,no,184089310247601920,6938979002733307399
N/A,motorway_link / 19497610,0.118,yes,275,no,189911773471658328,-6901141181876396773
N/A,motorway_link / 19497617,0.007,yes,270,no,189909024692588888,6933916873386892573
N/A,motorway_link / 19507120,0.018,yes,7,no,185120099788212438,-2306312894013243603
N/A,motorway_link / 19507707,0.389,yes,236,no,194303772509428003,6932566689901976259
N/A,motorway_link / 19509924,0.280,yes,106,no,195383494067182351,-6892916814012994639
N/A,motorway_link / 19519186,0.169,yes,358,no,189611056307982545,2316055996521255481
N/A,motorway_link / 19521834,0.415,yes,170,no,190542895001981560,2337852718587066541
N/A,motorway_link / 19522375,0.043,yes,108,yes,189429634799063166,6910228993053553415
N/A,motorway_link / 19524737,0.596,yes,37,no,185119004725692626,2342642170572325267
N/A,motorway_link / 19524738,0.416,yes,90,no,185100313021728969,-2269043847917977249
N/A,motorway_link / 19525916,0.277,yes,224,no,194740279765981674,-2281230798072828987
N/A,motorway_link / 19533609,0.366,yes,279,no,193802945597888576,6937927906686411819
N/A,motorway_link / 19535383,0.296,yes,191,no,190530251229057650,-6880483555062824463
N/A,motorway_link / 19544829,0.210,yes,252,no,187696806228479336,-6910117603246600909
N/A,motorway_link / 19545975,0.115,yes,30,no,189609406841311440,2314389136895643449
N/A,motorway_link / 19551278,0.393,yes,140,no,196476406574177536,-2298400764995826409
N/A,motorway_link / 19557444,0.177,yes,26,no,189608307511611599,2315910860982194677
N/A,motorway_link / 19571030,0.391,yes,198,no,190559388056507006,-6882427491507487099
N/A,motorway_link / 19573507,0.210,yes,168,no,184935932517501058,6924861276651785455
N/A,motorway_link / 19575915,0.389,yes,100,no,194519826037299589,-6906735479437126869
N/A,motorway_link / 19577871,0.029,yes,48,no,186785311097965515,-2298348025429357229
N/A,motorway_link / 19607660,0.050,yes,61,no,185114052891068627,-2302816447055788701
N/A,motorway_link / 19608556,0.013,yes,37,no,189661633711263976,2314974077272461369
N/A,motorway_link / 19609081,0.375,yes,106,no,186901309571550205,6925006419711233343
N/A,motorway_link / 19609834,0.323,yes,163,no,196679266719063389,2315321549700206811
N/A,motorway_link / 19610739,0.527,yes,354,no,190049761510379928,6928357743140016897
N/A,motorway_link / 19614973,0.235,yes,80,no,183965065976825544,-2279885036923638241
N/A,motorway_link / 19630846,0.285,yes,205,no,190062955275571612,-6909902089974968943
N/A,motorway_link / 19636369,0.326,yes,341,no,184900748282775666,-2297345278005473547
N/A,motorway_link / 19636384,0.037,yes,13,no,184902947300788340,2314252779491692277
N/A,motorway_link / 19644206,0.147,yes,168,no,184937031499597955,6920414851633251599
N/A,motorway_link / 19645428,0.029,yes,314,no,184939780665591940,-6911419435547882791
N/A,motorway_link / 19653665,0.281,yes,158,no,185116800647252180,6912010185440491027
N/A,motorway_link / 19661744,0.139,yes,209,no,187663820879646042,-6910117603389207243
N/A,motorway_link / 19677641,0.408,yes,81,no,190749602263683794,-2281648627670570239
N/A,motorway_link / 19683946,0.366,yes,293,no,193952478042085508,6928388544376345407
N/A,motorway_link / 19693915,0.171,yes,31,no,189439532313170050,-6908828968979263611
N/A,motorway_link / 19695109,0.194,yes,6,no,185040385585268915,-2303053941840018177
N/A,motorway_link / 1969737,0.008,yes,263,no,189939260407763302,2315062039261745249
N/A,motorway_link / 19706740,0.123,yes,275,no,189655586525237476,2316051598655099425
N/A,motorway_link / 19707867,0.460,yes,187,no,189612705311183057,-2297763074453533147
N/A,motorway_link / 19712774,0.385,yes,254,no,185592340984449449,-2298334835811283615
N/A,motorway_link / 19715186,0.053,yes,1,no,196767777326456199,-6908696999637282889
N/A,motorway_link / 19718348,0.291,yes,259,no,191468133143893018,-2281375946056389765
N/A,motorway_link / 1972088,0.312,yes,157,no,189459321779212426,-2311713678571866765
N/A,motorway_link / 19724012,0.017,yes,65,no,187205874292444299,2313311606323285319
N/A,motorway_link / 19728683,0.286,yes,93,no,189372462091817057,-2297230911723270321
N/A,motorway_link / 19733725,0.295,yes,62,no,190031620244853133,-6901110395078959817
N/A,motorway_link / 19735593,0.050,yes,107,no,195469252502313784,-2310359057320380421
N/A,motorway_link / 19738075,0.052,yes,334,no,189951904790434155,-2296628377163919269
N/A,motorway_link / 19741091,0.226,yes,93,no,194170731813230825,-6900732147293741601
N/A,motorway_link / 19752925,0.026,yes,214,no,183991454064002773,-6893154352002749617
N/A,motorway_link / 19754601,0.578,yes,251,no,185098663755860167,6954332586983309685
N/A,motorway_link / 19754602,0.415,yes,240,no,185117905215637714,2342690549075558799
N/A,motorway_link / 19764265,0.378,yes,331,no,194246597742778636,2319578849474517055
N/A,motorway_link / 19767116,0.116,yes,232,no,183998051141633751,-2281415556985771153
N/A,motorway_link / 19770225,0.314,yes,155,no,194272986180704534,6932562291691887273
N/A,motorway_link / 19776966,0.126,yes,339,no,194239451283151113,6934303918003330497
N/A,motorway_link / 19782313,0.254,yes,278,no,186349354736503555,6925019611736837453
N/A,motorway_link / 19782532,0.344,yes,25,no,183894147254535848,-2281763003041830171
N/A,motorway_link / 19784830,0.309,yes,46,no,190056358511989145,-6907364417127575001
N/A,motorway_link / 19793062,0.117,yes,334,no,184471939677505455,-2289573931460322085
N/A,motorway_link / 19799843,0.261,yes,4,no,190060207165493661,6930732688293762963
N/A,motorway_link / 1980705,0.002,yes,93,no,189927715534623073,2315053243124682845
N/A,motorway_link / 19815577,0.039,yes,75,no,190773240174564065,2316715707933397841
N/A,motorway_link / 19821136,0.322,yes,99,no,190459880949240400,2330046185738349305
N/A,motorway_link / 1982497,0.350,yes,29,no,189621501659009235,-6907404001202925031
N/A,motorway_link / 19829068,0.586,yes,27,no,194498935164328321,6927064734469460223
N/A,motorway_link / 1983073,0.360,yes,153,no,184619273633744881,6928771138798490581
N/A,motorway_link / 19834308,0.277,yes,188,no,190545644865278585,-6876512119004575491
N/A,motorway_link / 19834526,0.154,yes,56,no,192552801496290825,-6891971244823925391
N/A,motorway_link / 19842681,0.017,yes,180,no,190529701402464882,-2269356088544444205
N/A,motorway_link / 19844500,0.300,yes,190,no,196671020377136474,2315325947725746365
N/A,motorway_link / 19846516,0.475,yes,88,no,192631416433497642,6941894940180884287
N/A,motorway_link / 19846517,0.021,yes,126,no,192621520829371945,-2281472698700780727
N/A,motorway_link / 19847812,0.268,yes,107,no,193807893393922115,2326180315620451349
N/A,motorway_link / 19851969,0.061,yes,165,no,190045913149952406,-6907342426951642605
N/A,motorway_link / 19852573,0.031,yes,218,no,184180569584781099,6937879491441075241
N/A,motorway_link / 19858758,0.119,yes,313,yes,185015647130437798,6925002014444227905
N/A,motorway_link / 19860204,0.150,yes,204,no,195344457933609727,2301326960620468229
N/A,motorway_link / 1986050,0.345,yes,195,no,185106905871501519,-2304483306712857967
N/A,motorway_link / 19862553,0.293,yes,324,no,192960720165492419,2330235311267785529
N/A,motorway_link / 19865677,0.072,yes,106,yes,189432383577608319,2298538576590140165
N/A,motorway_link / 1986893,0.159,yes,193,no,184917790109026426,6920898636676072975
N/A,motorway_link / 1986951,0.339,yes,24,no,184491180989433784,2320867439884114647
N/A,motorway_link / 19878871,0.029,yes,66,no,189877137994502473,-2296676755958656949
N/A,motorway_link / 19882551,0.356,yes,349,no,190544544280957561,6949626697955162333
N/A,motorway_link / 19887004,0.012,yes,142,no,196772175302188425,6925771717429169827
N/A,motorway_link / 19887005,0.232,yes,181,no,196771625550044553,6925771717427072703
N/A,motorway_link / 1988731,0.661,yes,53,no,185276785097787673,-6876899167144228797
N/A,motorway_link / 19888612,0.036,yes,112,no,191529154400310329,2316566177235604235
N/A,motorway_link / 19893245,0.383,yes,283,no,192985456122091212,2304585904121970105
N/A,motorway_link / 19895263,0.302,yes,103,no,194261441308088593,2320871875213793963
N/A,motorway_link / 19895672,0.312,yes,38,no,190051410655138200,6927227445201342809
N/A,motorway_link / 19896043,0.041,yes,355,no,190532450163184244,2342180396314148999
N/A,motorway_link / 19901156,0.321,yes,334,no,184491180998346680,6932716186032413399
N/A,motorway_link / 19904893,0.461,yes,168,no,190065156409086365,-2280465555803591453
N/A,motorway_link / 19916403,0.413,yes,163,no,192693535885579849,-6917906524569338073
N/A,motorway_link / 19916404,0.309,yes,189,no,192691886628623945,-6917902126533312647
N/A,motorway_link / 19919680,0.202,yes,174,no,190531350725481075,6954504131481452953
N/A,motorway_link / 19920350,0.379,yes,252,no,191211397171991461,2330248498744666983
N/A,motorway_link / 19920492,0.263,yes,282,no,192728723298014808,-6892437437070431091
N/A,motorway_link / 19927103,0.051,yes,161,no,190185551119864278,2315968037782557175
N/A,motorway_link / 19932828,0.523,yes,111,no,189736400348860677,2313707440196029921
N/A,motorway_link / 19936794,0.375,yes,337,no,190548943303692923,2346129842156619625
N/A,motorway_link / 19936795,0.320,yes,26,no,190549493050069627,6957653132863096681
N/A,motorway_link / 19957878,0.382,yes,340,no,193758965161613357,2326496974778410127
N/A,motorway_link / 19964983,0.066,yes,102,no,189779281581789468,-2295647613446254053
N/A,motorway_link / 19975144,0.089,yes,189,no,192539607337883140,-2280443556129657559
N/A,motorway_link / 19987782,0.287,yes,258,no,185708889214896608,2313337988914875735
N/A,motorway_link / 19987783,0.028,yes,231,no,185715486285711845,6925037201485991257
N/A,motorway_link / 19996249,0.021,yes,101,no,191314749632893911,-6906810258483571957
N/A,motorway_link / 20025737,0.230,yes,275,no,195628133655862143,6927473757083668907
N/A,motorway_link / 20038210,0.060,yes,182,no,184000799951636185,-2281151674193007645
N/A,motorway_link / 20043405,0.585,yes,333,no,196661125231762774,-6904149419922286707
N/A,motorway_link / 20055150,0.432,yes,288,no,189929914359173470,-6909959265034695323
N/A,motorway_link / 20057851,0.049,yes,279,no,192537408207148547,6942040075323583369
N/A,motorway_link / 20057964,0.008,yes,268,no,192536308695520771,6942040075315194763
N/A,motorway_link / 20059331,0.374,yes,336,no,190060757038748061,2320106599086037295
N/A,motorway_link / 20062233,0.195,yes,360,no,194001956647819421,-2290145641156830215
N/A,motorway_link / 20064538,0.140,yes,351,no,189603359013556429,6921800254086973319
N/A,motorway_link / 20065270,0.133,yes,109,no,195340609645009661,6913048163419944965
N/A,motorway_link / 20067386,0.245,yes,319,no,193522570336753602,2327952727267616561
N/A,motorway_link / 20088224,0.338,yes,255,no,191265822051750846,6934000441471540553
N/A,motorway_link / 20089004,0.245,yes,36,no,191197103511393187,6941837760081701699
N/A,motorway_link / 20089328,0.339,yes,107,no,191305403786154960,6928274185065075469
N/A,motorway_link / 20104275,0.277,yes,235,no,189373561606066274,-2297222115630248095
N/A,motorway_link / 20114804,0.256,yes,155,no,184185517382911788,2326184676943733771
N/A,motorway_link / 20114805,0.052,yes,151,no,184180569583732523,-6897178563836894173
N/A,motorway_link / 20115439,0.274,yes,69,no,195406580343724826,-6922027483784022003
N/A,motorway_link / 20118407,0.524,yes,318,no,192152576371807570,-6916160502142860737
N/A,motorway_link / 20124924,0.018,yes,269,no,189913971640848730,-6908305599642988445
N/A,motorway_link / 20128548,0.366,yes,14,no,192341145961977258,6946860333555266629
N/A,motorway_link / 20132927,0.026,yes,197,no,194219110112516352,-6902495763779020105
N/A,motorway_link / 20138744,0.163,yes,172,no,194241100212951306,2319789955673495733
N/A,motorway_link / 20139807,0.075,yes,21,no,189608857201889487,-2296311719121645321
N/A,motorway_link / 20149805,0.237,yes,274,no,189663283106631910,-6907324836208438753
N/A,motorway_link / 20161694,0.303,yes,304,no,194461551816169836,-2295893886172655209
N/A,motorway_link / 20161695,0.018,yes,326,no,194467049371687281,6927429772172595605
N/A,motorway_link / 20167616,0.395,yes,82,no,196194931639409791,6925279134049373643
N/A,motorway_link / 20186319,0.422,yes,250,no,192331249773794722,2330318871764937611
N/A,motorway_link / 20189597,0.125,yes,211,no,189742997574340876,2314991669766787145
N/A,motorway_link / 20190218,0.266,yes,58,no,189313088452382791,6926031173738041131
N/A,motorway_link / 20206635,0.008,yes,274,no,195402182299835162,6913070153878992917
N/A,motorway_link / 20210421,0.012,yes,34,no,189441731339047044,2314578252247601031
N/A,motorway_link / 20211397,0.340,yes,320,no,190053609687830936,-2295990660021350049
N/A,motorway_link / 2021460,0.022,yes,328,no,183831475189270156,-6892591402661696437
N/A,motorway_link / 20237667,0.019,yes,119,no,185716036037855717,-2298361223645754039
N/A,motorway_link / 20238933,0.463,yes,344,no,189614354833952976,-6907421593449786843
N/A,motorway_link / 20239478,0.013,yes,89,no,195634180966144900,2315752554290483611
N/A,motorway_link / 20254313,0.047,yes,293,no,195634180969814915,-6907584298192203353
N/A,motorway_link / 20255073,0.008,yes,176,no,189602809919393997,6927332996591653229
N/A,motorway_link / 20258651,0.065,yes,74,no,183901294083262124,2329988986091612903
N/A,motorway_link / 20259758,0.178,yes,89,no,185049731435153589,2308654066857673983
N/A,motorway_link / 20261448,0.031,yes,169,no,185593990248745390,2313329192358382929
N/A,motorway_link / 20264832,0.462,yes,173,no,190044263938085269,2316544181334446799
N/A,motorway_link / 20264833,0.005,yes,185,no,190042064922169749,2316548579374666501
N/A,motorway_link / 20279701,0.028,yes,356,no,190532450164232820,2342180396312051855
N/A,motorway_link / 20303623,0.157,yes,84,no,187209722584190091,-2298370014030328503
N/A,motorway_link / 20303624,0.024,yes,126,no,187206424048782475,6925006420847889735
N/A,motorway_link / 20303960,0.028,yes,136,no,183856214189885079,-2280997743116669919
N/A,motorway_link / 20304692,0.303,yes,197,no,189559927591227577,2304080115680673025
N/A,motorway_link / 20308268,0.026,yes,326,no,187205874296114315,6925028411078348113
N/A,motorway_link / 20314670,0.037,yes,246,no,194807895850834444,2297909676442907113
N/A,motorway_link / 20319009,0.034,yes,221,no,191314749639709655,-6906757481925438681
N/A,motorway_link / 20319784,0.062,yes,228,no,183989255039174356,2330200092659690313
N/A,motorway_link / 20324578,0.032,yes,14,no,184602231400646635,2318703601413789403
N/A,motorway_link / 20324579,0.303,yes,358,no,184600582128486379,2318699203369375415
N/A,motorway_link / 20329580,0.238,yes,166,no,190048661878165910,-6907755843315297979
N/A,motorway_link / 20330963,0.278,yes,126,no,193758965158467629,2326452994313299081
N/A,motorway_link / 20333864,0.283,yes,235,no,189211383608987673,2314191223294791399
N/A,motorway_link / 2035177,0.030,yes,342,no,194248797070121230,2322081337933044955
N/A,motorway_link / 20372006,0.024,yes,281,no,183833124455663245,-6892600198746330039
N/A,motorway_link / 20404536,0.354,yes,243,no,193385131639134082,2330072585174264599
N/A,motorway_link / 20405483,0.057,yes,185,no,192570943462790675,2331616296370712015
N/A,motorway_link / 20405902,0.346,yes,311,no,189828210597384497,6934022426220043577
N/A,motorway_link / 20411839,0.033,yes,14,no,184983760735914136,-2303049544019999493
N/A,motorway_link / 20419853,0.370,yes,98,no,185585743912585639,2313351182590938449
N/A,motorway_link / 20420254,0.053,yes,86,no,189818863712031023,2313615081504509391
N/A,motorway_link / 20424871,0.607,yes,108,no,190052509913010580,2313456752757050737
N/A,motorway_link / 20429832,0.391,yes,260,no,195246601440156368,2301678804003715233
N/A,motorway_link / 20429833,0.366,yes,282,no,195261994602420951,-6921680038652807015
N/A,motorway_link / 20436435,0.068,yes,56,no,190027771102712205,-2296553610079629179
N/A,motorway_link / 20448471,0.214,yes,354,no,190531900498072179,-6880408788261649959
N/A,motorway_link / 20455948,0.296,yes,312,no,192097051279447353,6920916256267699701
N/A,motorway_link / 20464792,0.331,yes,63,no,191164115739825040,-6913543668241529055
N/A,motorway_link / 20464925,0.094,yes,87,no,194242200068512010,2322657482007125471
N/A,motorway_link / 20468246,0.052,yes,89,no,189658884931670246,6926655697647046711
N/A,motorway_link / 20471751,0.076,yes,40,yes,195665518448958353,-2284186281784105343
N/A,motorway_link / 20478657,0.011,yes,359,yes,195303226269588205,-6921851562338813869
N/A,motorway_link / 20478658,0.039,yes,359,yes,195303226269063917,-6921864756478347181
N/A,motorway_link / 20484058,0.209,yes,117,no,196015711494691887,-2295977443134008963
N/A,motorway_link / 20490367,0.380,yes,246,no,189513751197733025,2330068172359609113
N/A,motorway_link / 20515646,0.010,yes,168,no,194224607897147651,2322776229189525015
N/A,motorway_link / 20515893,0.016,yes,179,no,194224607897147651,2322780627236036121
N/A,motorway_link / 20516989,0.256,yes,199,no,192732020148885082,2316786084132950907
N/A,motorway_link / 20523527,0.049,yes,90,yes,191200402043655075,6941837760083798831
N/A,motorway_link / 20533646,0.310,yes,24,no,191427449011131404,6923484712873757345
N/A,motorway_link / 20535539,0.141,yes,3,no,192299912078644631,-2294913130063457415
N/A,motorway_link / 20545142,0.357,yes,164,no,189598411308749001,-2300731755903055633
N/A,motorway_link / 20548549,0.348,yes,12,no,192579739600901655,2331954945991913097
N/A,motorway_link / 20549137,0.419,yes,79,no,189947506538402150,6925006431335746897
N/A,motorway_link / 20549585,0.313,yes,154,no,194237252258846983,-6900740943141397069
N/A,motorway_link / 20560391,0.396,yes,173,no,194489037510236538,-6925145702283611573
N/A,motorway_link / 20565805,0.352,yes,251,no,193149284815296278,-2294864748288666743
N/A,motorway_link / 20566199,0.331,yes,115,no,184746816792774698,2315471037798551815
N/A,motorway_link / 20566200,0.036,yes,182,no,184739669969291306,2315471037754511647
N/A,motorway_link / 20566727,0.039,yes,89,no,189660534199111911,6926655697653338169
N/A,motorway_link / 20574543,0.011,yes,55,no,195402182294592282,6913026173413881857
N/A,motorway_link / 20577729,0.302,yes,295,no,186434566888180521,-2298334832604738229
N/A,motorway_link / 20580331,0.085,yes,284,no,189436233784053889,2314604640509890447
N/A,motorway_link / 20597234,0.305,yes,81,no,184950225633888390,-6914713572321786619
N/A,motorway_link / 20598251,0.354,yes,11,no,196667722015792473,-6906660704478030985
N/A,motorway_link / 20598259,0.306,yes,353,no,196668821537381722,6928564476571554679
N/A,motorway_link / 20618594,0.459,yes,139,no,196421980951502058,6926682111733665813
N/A,motorway_link / 20630285,0.005,yes,170,no,192537408306763267,-2280496332698276601
N/A,motorway_link / 20630286,0.035,yes,101,no,192536858550949379,6942880102203010311
N/A,motorway_link / 20644016,0.034,yes,112,no,194254294483556624,6932562291641555635
N/A,motorway_link / 20660113,0.344,yes,212,no,193695740632586256,-6918843304644706867
N/A,motorway_link / 20662675,0.084,yes,248,no,190025572079456652,-2296553610085920635
N/A,motorway_link / 20664563,0.270,yes,181,no,190044813813961110,2317463373059462339
N/A,motorway_link / 20664881,0.009,yes,132,no,185082716757248197,-2303256251828534119
N/A,motorway_link / 20669707,0.312,yes,179,no,194002506425653405,-2289969719296385963
N/A,motorway_link / 20679569,0.289,yes,350,no,185117900749228245,-6918095669468070177
N/A,motorway_link / 20697501,0.105,yes,135,no,194007454187083935,-6901950406812755035
N/A,motorway_link / 20702912,0.073,yes,63,no,190033818419286416,-2296531619821907825
N/A,motorway_link / 20703662,0.011,yes,73,no,189535739627786414,-2296729533819121615
N/A,motorway_link / 20733695,0.289,yes,193,no,185142089556773088,6913131687393097809
N/A,motorway_link / 20738530,0.027,yes,26,no,184002998944483034,-2281397964789240977
N/A,motorway_link / 20741228,0.047,yes,222,no,192533560008726017,-2280562303408526099
N/A,motorway_link / 20749927,0.332,yes,68,no,183960667708016324,-6893427030980810017
N/A,motorway_link / 20750827,0.221,yes,290,no,195476399328418618,-6922031881568389129
N/A,motorway_link / 20764222,0.276,yes,169,no,195272990639872735,6921122976552191557
N/A,motorway_link / 20764251,0.009,yes,271,yes,189822713036624177,6933974047662284087
N/A,motorway_link / 20764884,0.484,yes,31,no,190174555739345360,6925375868087832101
N/A,motorway_link / 20766517,0.453,yes,231,no,190313646381421069,-6889354415681031627
N/A,motorway_link / 20767441,0.264,yes,185,no,190058557925839260,2319275368276563963
N/A,motorway_link / 20768684,0.289,yes,273,no,195408229612739354,-6921987901357033455
N/A,motorway_link / 20783070,0.042,yes,90,yes,191202601078444964,6941934517113334619
N/A,motorway_link / 20788420,0.315,yes,303,no,196765028545289605,-2296984592939216969
N/A,motorway_link / 20791242,0.086,yes,188,no,191935426838222066,2340808211154615847
N/A,motorway_link / 20791845,0.071,yes,39,yes,195657272116468622,2327543717076936339
N/A,motorway_link / 20796314,0.013,yes,171,no,183953520878765764,6941617830109391565
N/A,motorway_link / 20800544,0.275,yes,147,no,189566524766900411,-6918337545053929867
N/A,motorway_link / 20804486,0.008,yes,182,no,190045363346428310,-6907755843327880865
N/A,motorway_link / 20809658,0.044,yes,259,no,189949156125659498,6927698035777475091
N/A,motorway_link / 20809659,0.033,yes,266,no,189950805393625451,6927702433828180499
N/A,motorway_link / 20816552,0.052,yes,271,no,189940359919391078,6926748057697521761
N/A,motorway_link / 2081812,0.264,yes,164,no,194238351600605448,-6902170308257506517
N/A,motorway_link / 2081855,0.287,yes,103,no,189902427620200787,2322222058864385297
N/A,motorway_link / 2081917,0.093,yes,118,no,189971147098509684,2322226457158360343
N/A,motorway_link / 2082138,0.037,yes,35,no,194249896605341966,6933965268459724087
N/A,motorway_link / 2082418,0.075,yes,199,no,194249346803915022,6933578240364649609
N/A,motorway_link / 20824207,0.066,yes,289,no,195340609648679677,-2310301883206469613
N/A,motorway_link / 20824269,0.289,yes,32,no,184932083949979779,2310809109201422549
N/A,motorway_link / 2083002,0.342,yes,145,no,193556105413089233,2327728427025573569
N/A,motorway_link / 20839442,0.480,yes,317,no,190188299746890198,-6908732209112281137
N/A,motorway_link / 20841221,0.322,yes,188,no,189595112491274441,-6914871884302514977
N/A,motorway_link / 20844355,0.182,yes,88,no,189772134633525528,-6908371570867040187
N/A,motorway_link / 20844356,0.010,yes,80,no,189767736586490136,6926686484385763397
N/A,motorway_link / 20849797,0.126,yes,267,no,190449433980260941,2316548580939141895
N/A,motorway_link / 2085148,0.245,yes,183,no,194172381150402795,2323216033643503353
N/A,motorway_link / 20852104,0.343,yes,118,no,191497817705501735,-2300256759613224483
N/A,motorway_link / 20862715,0.370,yes,331,no,190548393730331258,6959350778814286371
N/A,motorway_link / 20862716,0.366,yes,24,no,190548393720894074,-6875883198328321501
N/A,motorway_link / 20873036,0.335,yes,164,no,190066255006355871,2323537075375185737
N/A,motorway_link / 20892680,0.210,yes,279,no,195657821869136782,2327543717089519241
N/A,motorway_link / 20896802,0.358,yes,223,no,189495605825458330,-2310425050795214849
N/A,motorway_link / 20899934,0.027,yes,272,yes,189821613525520688,-6901079609575465673
N/A,motorway_link / 20906267,0.356,yes,82,no,191606669357175897,2311411667045452267
N/A,motorway_link / 20907711,0.308,yes,308,no,193748519807965224,6938231371681768625
N/A,motorway_link / 20908604,0.073,yes,85,no,189816664688775469,-2298075334977778225
N/A,motorway_link / 20914541,0.216,yes,323,no,195121257103055515,-6921763602088069007
N/A,motorway_link / 2091819,0.028,yes,270,no,194474743813462388,-2313890692464643661
N/A,motorway_link / 20918397,0.356,yes,64,no,192346093179721129,-2281389136840479873
N/A,motorway_link / 20922943,0.295,yes,60,no,196025057343003699,6927363807439229319
N/A,motorway_link / 20935702,0.229,yes,262,no,184940880334506115,2313267617236782389
N/A,motorway_link / 20941633,0.205,yes,164,no,190048112169537943,2316016415771988477
N/A,motorway_link / 20947092,0.531,yes,226,no,190048661627556243,-2298224867678351951
N/A,motorway_link / 20954815,0.474,yes,144,no,189813916947796265,6934040018353659193
N/A,motorway_link / 20969159,0.248,yes,281,no,191326294507607002,-2295089055623277805
N/A,motorway_link / 20973700,0.081,yes,182,no,196663873954733400,6930358879527114451
N/A,motorway_link / 20981077,0.119,yes,209,no,192578090296759829,-6891694167803548175
N/A,motorway_link / 20985015,0.027,yes,98,yes,192234491737625977,-2289855376827343769
N/A,motorway_link / 20990199,0.443,yes,268,no,192865612416505494,2330283689435474783
N/A,motorway_link / 20991026,0.472,yes,221,no,190286156475224576,2316275901449376425
N/A,motorway_link / 20991027,0.007,yes,262,no,190293303304999431,6928032288620941993
N/A,motorway_link / 20991133,0.262,yes,220,no,183896346281461416,-6893365458608575759
N/A,motorway_link / 20997453,0.328,yes,259,no,184976064158189714,2308667260726674699
N/A,motorway_link / 20997600,0.267,yes,338,no,189562676370297018,-6919225950461756193
N/A,motorway_link / 21005575,0.431,yes,316,no,192795244873471607,6952067622369246513
N/A,motorway_link / 21009512,0.429,yes,317,no,189742448715583753,-6900820125106037357
N/A,motorway_link / 21020067,0.012,yes,180,no,192691336795215433,-2306836232666087873
N/A,motorway_link / 21022746,0.035,yes,190,no,184005747766019804,2330639897369521169
N/A,motorway_link / 21028576,0.034,yes,57,no,191529154399786041,2316557381142582027
N/A,motorway_link / 21029758,0.081,yes,21,no,196457167234620666,2330969798358346923
N/A,motorway_link / 21030470,0.302,yes,209,no,192581388821157397,-2280065323987096119
N/A,motorway_link / 21031989,0.017,yes,1,no,192662752684234300,-2280065323662037555
N/A,motorway_link / 21032597,0.007,yes,258,no,192828778765964936,6941850960430902069
N/A,motorway_link / 21033808,0.095,yes,123,no,184180019827918634,6937879491445269539
N/A,motorway_link / 21037232,0.388,yes,285,no,184867762501929056,-6912672879048914795
N/A,motorway_link / 21037941,0.369,yes,255,no,189804570061918501,-6909756955381723687
N/A,motorway_link / 21041843,0.058,yes,168,no,190045363394138518,6927715628326326803
N/A,motorway_link / 21044854,0.024,yes,6,yes,191931028791186672,2340808211135741471
N/A,motorway_link / 21045871,0.018,yes,221,no,185104157283272911,6920529201477977429
N/A,motorway_link / 21047602,0.301,yes,185,no,194236702341552392,-6902170308267992213
N/A,motorway_link / 21054589,0.151,yes,99,no,195427471065176868,-6922005493480163317
N/A,motorway_link / 21055445,0.404,yes,256,no,190161363544396231,6941740999122103055
N/A,motorway_link / 21056570,0.381,yes,78,no,194145442854951132,6932725018974493445
N/A,motorway_link / 21069243,0.138,yes,143,no,194004155655346334,2321448018308504493
N/A,motorway_link / 21069639,0.389,yes,2,no,190561586897310337,-2272276391297795123
N/A,motorway_link / 21071202,0.008,yes,265,no,183955170154071749,2329997782385961705
N/A,motorway_link / 21071449,0.078,yes,121,no,189913421887131993,-2296597590980947863
N/A,motorway_link / 21092086,0.173,yes,99,no,192744666215044704,6942598628031605893
N/A,motorway_link / 21095341,0.441,yes,162,no,196467061790170365,-6901141156869956373
N/A,motorway_link / 21095342,0.438,yes,191,no,196465962291125501,-6901141156878344881
N/A,motorway_link / 21110962,0.118,yes,335,no,189609406842884304,2314433117360754489
N/A,motorway_link / 21115451,0.008,yes,93,no,189896379265012050,-2298211674117632625
N/A,motorway_link / 21126193,0.363,yes,261,no,191255928771793849,6953505777712644079
N/A,motorway_link / 21126929,0.246,yes,257,no,186652270190480269,6925015214843759955
N/A,motorway_link / 21129770,0.226,yes,281,no,188125615768555051,6924997628275985729
N/A,motorway_link / 21136345,0.304,yes,294,no,193561602969655251,6939388057199060673
N/A,motorway_link / 21141966,0.263,yes,50,no,194843629990271514,-6925387593470184929
N/A,motorway_link / 21146355,0.009,yes,91,no,190872199184339726,-6881798569665216647
N/A,motorway_link / 21150960,0.361,yes,82,no,195261994600848087,-6921710824978384745
N/A,motorway_link / 21152129,0.299,yes,121,no,184598383103657958,-6904712415906097483
N/A,motorway_link / 21156735,0.020,yes,22,no,194219110111992064,-6902495763776922953
N/A,motorway_link / 21161343,0.032,yes,32,no,184002449188144858,6941965275972512621
