Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Fingerprint1,Fingerprint2
N/A,motorway_link / 14794074,0.113,yes,274,no,190463727631422035,-2295137437435817211
N/A,motorway_link / 14809053,0.032,yes,24,no,196669371103403354,-2296443633583255371
N/A,motorway_link / 14820442,0.108,yes,110,no,192120693289211205,-6893105942474249377
N/A,motorway_link / 14820596,0.567,yes,46,no,196669371525455193,2318721239676360451
N/A,motorway_link / 14820937,0.005,yes,159,no,190191598425428441,2315893271014937051
N/A,motorway_link / 14821245,0.104,yes,196,no,192539057578399236,2331211675970055453
N/A,motorway_link / 14842505,0.020,yes,180,no,189607207780831439,6925780486190010027
N/A,motorway_link / 14844453,0.372,yes,152,no,192576441066018323,-2279647509564346781
N/A,motorway_link / 14859153,0.103,yes,274,no,187864481758006709,-2298365613490303673
N/A,motorway_link / 14869747,0.145,yes,208,no,189436233785626752,-2297081377915400289
N/A,motorway_link / 14872967,0.256,yes,265,no,185172877297404140,6925032801386368345
N/A,motorway_link / 14888721,0.329,yes,159,no,185156933091674342,-6920778477695141353
N/A,motorway_link / 14898660,0.413,yes,8,no,192031630399984925,-6913688800490158335
N/A,motorway_link / 14903042,0.022,yes,85,no,189088788044140515,6925745299842403995
N/A,motorway_link / 14903536,0.178,yes,14,no,184613776144812016,6929294506308146427
N/A,motorway_link / 14908563,0.028,yes,237,yes,195125655149566620,-6921785592316430221
N/A,motorway_link / 14909132,0.050,yes,114,no,185188270000916725,6921184510728996475
N/A,motorway_link / 14933576,0.077,yes,106,yes,196900818276933059,6926730492065615959
N/A,motorway_link / 14941763,0.383,yes,75,no,190749603641512659,2341591058939395977
N/A,motorway_link / 14944253,0.407,yes,198,no,189597311807606985,-2300731755907249853
N/A,motorway_link / 14954520,0.016,yes,242,no,194523674332191114,-2295009878607916225
N/A,motorway_link / 14961416,0.031,yes,75,no,189876038482874697,6926695280891924553
N/A,motorway_link / 14965009,0.011,yes,281,no,189606108306952398,-2297274891318063303
N/A,motorway_link / 14979427,0.092,yes,125,no,189436783533052032,-2297129756429119627
N/A,motorway_link / 14985399,0.299,yes,52,no,191152021915653003,6928260990338339613
N/A,motorway_link / 14985401,0.014,yes,87,no,191145974599603083,2316574971866911505
N/A,motorway_link / 14985402,0.015,yes,96,no,191145424843789194,-2295111046562573551
N/A,motorway_link / 14993625,0.157,yes,92,no,189913971638751577,6926739261512224859
N/A,motorway_link / 14997731,0.272,yes,345,no,190047012837216662,-6905847091129477981
N/A,motorway_link / 15001675,0.151,yes,177,no,184471939674359727,-2289595921694974771
N/A,motorway_link / 15015646,0.396,yes,112,no,194777112228485626,-2291086820125959643
N/A,motorway_link / 15018400,0.375,yes,205,no,184003548736472793,-2281138480034599923
N/A,motorway_link / 15028028,0.194,yes,202,no,196660575052848470,2315581034394030433
N/A,motorway_link / 15033335,0.377,yes,254,no,192807339613050491,2341256815252094711
N/A,motorway_link / 15034762,0.028,yes,345,no,185601137077995953,-6910003262046335651
N/A,motorway_link / 15056458,0.343,yes,290,no,194253744241203469,6928494098639754095
N/A,motorway_link / 15057472,0.243,yes,35,no,185474143286282614,-2300014890048288141
N/A,motorway_link / 15057911,0.041,yes,123,no,184418613428045719,6934330268816776661
N/A,motorway_link / 15060906,0.335,yes,78,no,193762813880653869,-2281639820089349369
N/A,motorway_link / 15067159,0.351,yes,72,no,189542336700698799,2314956484658597953
N/A,motorway_link / 15069650,0.071,yes,234,no,183892497996531368,2330037364569680639
N/A,motorway_link / 15082234,0.399,yes,202,no,184929885214034049,2313192850408344881
N/A,motorway_link / 15083766,0.368,yes,358,no,192780951300429426,-2270745862652019069
N/A,motorway_link / 15097520,0.313,yes,89,no,189796323887763746,6926677688424861761
N/A,motorway_link / 15101563,0.436,yes,32,no,189815015424479534,-6909752557305852473
N/A,motorway_link / 15116868,0.068,yes,197,no,189603909401661645,-2296294126954475265
N/A,motorway_link / 15117405,0.302,yes,23,no,196655077914139990,2319108267687548813
N/A,motorway_link / 15118994,0.045,yes,221,no,183842470303450769,6942449060478463049
N/A,motorway_link / 15123307,0.305,yes,349,no,196663873650646360,2316170372639101493
N/A,motorway_link / 15123308,0.347,yes,10,no,196663873640684888,2316007644918190645
N/A,motorway_link / 15146819,0.409,yes,226,no,192466490177443298,2334343084798653085
N/A,motorway_link / 15152689,0.120,yes,264,no,187849638351031727,2313316006836047177
N/A,motorway_link / 15157179,0.047,yes,273,no,192578090293089814,2331660276865183195
N/A,motorway_link / 15167081,0.304,yes,359,no,190042614523318677,2315286340028076197
N/A,motorway_link / 15178607,0.231,yes,244,no,194945336992160328,-2295427691403275637
N/A,motorway_link / 15178608,0.030,yes,279,no,194949735040768588,-6907091719593913717
N/A,motorway_link / 15180002,0.099,yes,303,no,183899095067346602,-2281631061644399875
N/A,motorway_link / 15183728,0.337,yes,344,no,183973862010603212,-2280316045450269387
N/A,motorway_link / 15187112,0.437,yes,138,no,192143230526117198,-6916142909992467885
N/A,motorway_link / 15187113,0.536,yes,202,no,192141581272307022,-6916142910013439309
N/A,motorway_link / 15209526,0.093,yes,277,no,195460456411388724,6913030571691079683
N/A,motorway_link / 15244035,0.260,yes,198,no,184419712943867799,-6900727786465387019
N/A,motorway_link / 15244637,0.404,yes,247,no,191306503299355600,2316588166646076195
N/A,motorway_link / 15249421,0.204,yes,86,no,189906275057357141,6926734863440547933
N/A,motorway_link / 15251195,0.180,yes,205,no,190088245304447401,-6899346778230874015
N/A,motorway_link / 15257154,0.033,yes,16,no,192577540533081622,2331620694442388943
N/A,motorway_link / 15262690,0.208,yes,340,no,194231754712242437,-2288966963808952861
N/A,motorway_link / 15266523,0.113,yes,94,no,190439538375086664,-6906827854001990911
N/A,motorway_link / 15276744,0.060,yes,272,no,183940876500289214,2329975792105171679
N/A,motorway_link / 15282251,0.207,yes,66,no,196193832343264384,-2296294101801234179
N/A,motorway_link / 15297785,0.016,yes,30,no,185108005572397265,2308829988925736271
N/A,motorway_link / 15297786,0.007,yes,30,no,185107455816059089,2308825590877128015
N/A,motorway_link / 15309253,0.252,yes,149,no,194237252259895559,-6900740943141397061
N/A,motorway_link / 15313836,0.032,yes,95,no,189854598005608767,6926690882763624519
N/A,motorway_link / 15314135,0.307,yes,267,no,189824911189037359,6926668892440891455
N/A,motorway_link / 15314438,0.398,yes,32,no,189463170070433933,2299893175043487129
N/A,motorway_link / 15328598,0.063,yes,142,no,190191048670138840,6927592483581858267
N/A,motorway_link / 15331415,0.257,yes,347,no,183912838866224817,6940958122983827843
N/A,motorway_link / 15346507,0.437,yes,5,no,185012897908869285,6921237286616041161
N/A,motorway_link / 15351818,0.243,yes,117,no,196489050951605510,-6910165948220568313
N/A,motorway_link / 15351819,0.045,yes,56,no,196483003639225605,-2298484327873245931
N/A,motorway_link / 15353046,0.615,yes,227,no,190058009454006678,-6893308260469691603
N/A,motorway_link / 15358192,0.383,yes,270,no,189943108697936228,6926743659686662239
N/A,motorway_link / 15379002,0.052,yes,315,no,183850716636989077,6942422672230853685
N/A,motorway_link / 15382837,0.022,yes,321,no,184601681644832746,-2292978018969184551
N/A,motorway_link / 15384770,0.065,yes,272,no,189915620908290394,-2296619581205114781
N/A,motorway_link / 15391333,0.286,yes,92,no,189904625790439763,-2296628377321205667
N/A,motorway_link / 15395909,0.329,yes,148,no,196453867742387445,-2288729460841636261
N/A,motorway_link / 15408965,0.356,yes,64,no,189913973428146519,-2281648630862435577
N/A,motorway_link / 15409110,0.009,yes,0,no,189609406958751952,6927077909919174903
N/A,motorway_link / 15412229,0.313,yes,135,no,196421980839828712,-2297644301214019981
N/A,motorway_link / 15416611,0.037,yes,147,no,194001956634187933,-2290229204038444103
N/A,motorway_link / 15423462,0.325,yes,96,no,189689671260393713,-6908375969217638335
N/A,motorway_link / 15431139,0.092,yes,51,no,194229005943134469,2322763035075157525
N/A,motorway_link / 15447463,0.044,yes,93,no,189776532679512348,2315000465994027077
N/A,motorway_link / 15449150,0.295,yes,220,no,190296052081971718,2316311085821465247
N/A,motorway_link / 15459173,0.019,yes,187,no,190531350652080755,-6881191640546918257
N/A,motorway_link / 15461411,0.070,yes,57,no,190036567199404434,2315163194706890899
N/A,motorway_link / 15477683,0.339,yes,241,no,194649570042534337,2330332074739772303
N/A,motorway_link / 15478720,0.397,yes,116,no,189318038125367368,2330068171617217273
N/A,motorway_link / 15481193,0.335,yes,331,no,184024439140206307,-6895401753629415635
N/A,motorway_link / 15491319,0.354,yes,158,no,190182252590748115,-6907320436190604803
N/A,motorway_link / 15491566,0.360,yes,117,no,189726506695610626,2330063775126792957
N/A,motorway_link / 15494001,0.058,yes,322,no,190167958960558542,2316192338091709021
N/A,motorway_link / 15514594,0.463,yes,117,no,192826579739563650,-2281547464686163179
N/A,motorway_link / 15535690,0.109,yes,232,no,192546754181289479,6943082412386561389
N/A,motorway_link / 15535834,0.419,yes,333,no,192577540588131860,-2279550752528519543
N/A,motorway_link / 15541543,0.368,yes,340,no,190049211799654807,-2294658051945262153
N/A,motorway_link / 15543197,0.259,yes,269,no,189221828972072989,-6909141231099441431
N/A,motorway_link / 15550646,0.267,yes,290,no,188589609670233854,6924962445680184621
N/A,motorway_link / 15554952,0.237,yes,267,no,191933227811296496,2340808211152518685
N/A,motorway_link / 15574313,0.059,yes,360,no,189614354605363410,-6909295161250935127
N/A,motorway_link / 15574597,0.292,yes,118,no,194015150766381217,2321404037897919381
N/A,motorway_link / 15575093,0.306,yes,152,no,184736371439650854,-6907821834265161439
N/A,motorway_link / 15580215,0.306,yes,282,no,194254294485653773,-2290783356913182023
N/A,motorway_link / 15582911,0.195,yes,231,no,192573692245005843,6943315508960701917
N/A,motorway_link / 15587415,0.015,yes,94,no,193496180711315383,-2295049464943996115
N/A,motorway_link / 15590601,0.193,yes,282,no,185605535123982769,-2298321641636098729
N/A,motorway_link / 15599135,0.286,yes,55,no,191421951452468233,6923484712852785821
N/A,motorway_link / 15599899,0.028,yes,230,no,195461007906790197,2315937271583347185
N/A,motorway_link / 15604561,0.297,yes,237,no,190765543596839643,-6906638736745819287
N/A,motorway_link / 15604562,0.035,yes,264,no,190771590913413856,-6906603552369536151
N/A,motorway_link / 15618455,0.304,yes,199,no,196762829530946948,2314701425479782367
N/A,motorway_link / 15629134,0.369,yes,249,no,193938184390924413,6928362156040655689
N/A,motorway_link / 15640505,0.220,yes,7,no,185196516342843641,6921193306855573149
N/A,motorway_link / 15640506,0.019,yes,316,no,185195966583359737,6921193306851378819
N/A,motorway_link / 15653469,0.410,yes,310,no,192666600925648443,-2280434759529124605
N/A,motorway_link / 15656618,0.166,yes,357,no,184477437225158578,6933718940576128175
N/A,motorway_link / 15658710,0.072,yes,294,no,184750115330803758,2315488629984596255
N/A,motorway_link / 15660068,0.349,yes,239,no,189449427927781508,-6908749804087537747
N/A,motorway_link / 15679710,0.361,yes,253,no,195106963118447248,-2312905527609265281
N/A,motorway_link / 15681726,0.547,yes,305,no,189629197976686804,-6909559043940938217
N/A,motorway_link / 15685805,0.201,yes,66,no,189835356548452661,-6908411153046564801
N/A,motorway_link / 15697455,0.395,yes,273,no,189627548853948628,-2296681154927914941
N/A,motorway_link / 15706713,0.067,yes,25,no,190052510219194777,-6907364417159032299
N/A,motorway_link / 15707762,0.261,yes,64,no,188420834632748721,-2298466766425158361
N/A,motorway_link / 15707763,0.026,yes,104,no,188415886827802289,6924905270391868699
N/A,motorway_link / 15711696,0.055,yes,57,no,195124005885270683,-6921763602090166145
N/A,motorway_link / 15716536,0.381,yes,66,no,193952478039988355,-2295031870987955395
N/A,motorway_link / 15716546,0.261,yes,74,no,192550049714099721,-6917172051332562771
N/A,motorway_link / 15721902,0.413,yes,277,no,194375238789192003,-6919045612171166389
N/A,motorway_link / 15737077,0.223,yes,80,no,195528627868752722,2315906485532496355
N/A,motorway_link / 15742186,0.031,yes,57,no,184940330421405828,-2299737815162811685
N/A,motorway_link / 15747816,0.403,yes,108,no,192331249772221858,6942000492145814385
N/A,motorway_link / 15756504,0.355,yes,256,no,191084951347221356,2313575503938719171
N/A,motorway_link / 15758554,0.387,yes,348,no,194002506394720413,-2290145641135858755
N/A,motorway_link / 15761616,0.062,yes,64,no,183968914046797514,-6893396244644746527
N/A,motorway_link / 15772740,0.184,yes,273,no,193013495128217306,-6906550767246634113
N/A,motorway_link / 15774814,0.026,yes,161,no,196772175301664137,-6909290735897407839
N/A,motorway_link / 15778939,0.008,yes,321,no,192815584656840322,6942106047078214569
N/A,motorway_link / 15781681,0.330,yes,332,no,196765028511735173,-2297266067905442023
N/A,motorway_link / 15781682,0.018,yes,338,no,196768876797713799,-2297345232740544745
N/A,motorway_link / 15786653,0.103,yes,188,no,196457716993580282,6942677807018290361
N/A,motorway_link / 15795133,0.224,yes,240,no,190014027202646406,-6908288007060582279
N/A,motorway_link / 15795533,0.667,yes,150,no,192658904386197046,2331616296708353419
N/A,motorway_link / 15809919,0.067,yes,182,no,185009599366121636,-6913842758909163883
N/A,motorway_link / 15818971,0.033,yes,159,no,184591786035464166,-6904712415945943351
N/A,motorway_link / 15820360,0.251,yes,200,no,190047562426831254,-6907298446478142905
N/A,motorway_link / 15821792,0.104,yes,121,no,192750163772135011,-2280782204901512065
N/A,motorway_link / 15828645,0.732,yes,245,no,193996459085486228,2321522785082416133
N/A,motorway_link / 15831614,0.330,yes,338,no,194516527230835079,6926092766230351635
N/A,motorway_link / 15834346,0.396,yes,63,no,190293853056619015,6927983910140777123
N/A,motorway_link / 15841434,0.311,yes,88,no,192837022058632841,6916302708304510423
N/A,motorway_link / 15846759,0.236,yes,200,no,192536858547279362,6942818529551854855
N/A,motorway_link / 15848252,0.055,yes,22,no,192464840914720226,-6889037748144950621
N/A,motorway_link / 15852276,0.041,yes,285,no,184923287617357949,2308821192130168139
N/A,motorway_link / 15855361,0.137,yes,5,no,189607757687115983,6927025133356847343
N/A,motorway_link / 15860663,0.290,yes,14,no,192682540731029061,6916746910393958077
N/A,motorway_link / 15882727,0.203,yes,102,no,193018994267608797,2330085777908706059
N/A,motorway_link / 15905988,0.020,yes,346,no,189614354606411986,-6909277569064890709
N/A,motorway_link / 15911025,0.323,yes,346,no,192340596154258857,-2276859148978080935
N/A,motorway_link / 15915052,0.350,yes,116,no,191000838307664709,-2301453030160070717
N/A,motorway_link / 15921039,0.700,yes,355,no,185115701740652757,2305373124403658495
N/A,motorway_link / 15928867,0.231,yes,284,no,190028870615912844,-2296544813969829755
N/A,motorway_link / 15935012,0.391,yes,105,no,185035987539282092,-2303027553563048715
N/A,motorway_link / 15936144,0.009,yes,280,yes,189822713042391345,2322336407746518349
N/A,motorway_link / 15937049,0.222,yes,24,no,183986506256434898,-6893224720757413053
N/A,motorway_link / 15944774,0.372,yes,192,no,194243299207895306,6931176906944419945
N/A,motorway_link / 15948154,0.312,yes,117,no,195301027238468329,-2310213922412562389
N/A,motorway_link / 15948155,0.404,yes,122,no,195289482373192419,-6921851562370271171
N/A,motorway_link / 15950263,0.021,yes,269,no,195341159397677822,-6922045076238501893
N/A,motorway_link / 15959184,0.556,yes,48,no,185426864220227934,-6912281450776622719
N/A,motorway_link / 15972617,0.011,yes,151,no,190022823300911500,2315141204417712261
N/A,motorway_link / 15979585,0.400,yes,110,no,194048686930614447,2330288091988765535
N/A,motorway_link / 15995922,0.028,yes,283,no,196774924083355018,-6909264347607855441
N/A,motorway_link / 16009309,0.037,yes,256,no,195633631214525315,-6907584298192203349
N/A,motorway_link / 16009310,0.045,yes,314,no,195635280481966980,6927473757094154665
N/A,motorway_link / 16010756,0.204,yes,108,no,187696806225857896,-6910122001295209183
N/A,motorway_link / 16018323,0.057,yes,295,yes,192551149222581769,-6917172051347242849
N/A,motorway_link / 16032255,0.044,yes,1,no,196242212657388696,-6892850840062645285
N/A,motorway_link / 16038600,0.216,yes,43,no,185462598403180913,6923273583882930757
N/A,motorway_link / 16046136,0.319,yes,235,no,190048112178450838,-6907342426920185301
N/A,motorway_link / 16046145,0.344,yes,202,no,190067354527420831,2323537075383574421
N/A,motorway_link / 16076437,0.356,yes,191,no,190046463020585366,2316940005535126495
N/A,motorway_link / 16080184,0.294,yes,15,no,185630823881460158,-6910130805279814331
N/A,motorway_link / 16082264,0.495,yes,117,no,193979966408448143,6933208803467860947
N/A,motorway_link / 16086833,0.360,yes,249,no,194240000345856262,-2294899928500006021
N/A,motorway_link / 16091432,0.384,yes,244,no,189899679778558288,-6893303863018771691
N/A,motorway_link / 16093444,0.087,yes,198,no,196668821348113754,6926928403269423293
N/A,motorway_link / 16096213,0.047,yes,144,yes,184932083715623041,2308869570675344731
N/A,motorway_link / 16106227,0.174,yes,56,no,187666019900280155,6924914063634861353
N/A,motorway_link / 16112636,0.025,yes,284,no,183841920547636881,6942449060476365893
N/A,motorway_link / 16117520,0.373,yes,202,no,190058558770991515,2326360621210150043
N/A,motorway_link / 16125178,0.257,yes,308,no,187453264411315449,-2298334828725007033
N/A,motorway_link / 16150708,0.053,yes,257,no,190920574735831844,2316742096776598367
N/A,motorway_link / 16153827,0.578,yes,341,no,196664423282203992,6926844840402489433
N/A,motorway_link / 16161274,0.143,yes,125,no,194243849128335626,-2290761366735152447
N/A,motorway_link / 16163245,0.309,yes,282,no,189741899860496649,-6893286271438804213
N/A,motorway_link / 16168273,0.049,yes,278,no,192124541582005575,-6893088350277719191
N/A,motorway_link / 16181735,0.169,yes,260,no,190028870616961421,6926844815066796175
N/A,motorway_link / 16183888,0.294,yes,125,no,195159192000617129,6927931152131953261
N/A,motorway_link / 16199947,0.323,yes,73,no,189915621760258392,-6901167570124006119
N/A,motorway_link / 16201425,0.326,yes,356,no,195279587769408226,-6913420507265104089
N/A,motorway_link / 16230534,0.177,yes,231,no,190021174031896970,2315114816142839941
N/A,motorway_link / 16234165,0.207,yes,215,no,193949179504580739,-2295031871040384195
N/A,motorway_link / 16243177,0.457,yes,114,no,192224596135073137,6933556242441837671
N/A,motorway_link / 16247407,0.250,yes,356,no,189500003871445150,-6922106671173994501
N/A,motorway_link / 16247408,0.342,yes,45,no,189496155572883611,2301190598890092511
N/A,motorway_link / 16266360,0.385,yes,236,no,189816114929815853,2313628275625168333
N/A,motorway_link / 16267321,0.007,yes,266,no,189536289390416046,-2296672359214477237
N/A,motorway_link / 16271596,0.263,yes,101,no,194181177173170412,-2289028536638366243
N/A,motorway_link / 16274783,0.404,yes,190,no,192028881633498395,-2301901627005597905
N/A,motorway_link / 16280998,0.370,yes,167,no,194299374029330724,6928991078048601139
N/A,motorway_link / 16287362,0.167,yes,5,no,196462115050577148,-6892301083407799067
N/A,motorway_link / 16288283,0.402,yes,215,no,196672119897152858,-6908046089114349309
N/A,motorway_link / 16293760,0.226,yes,330,no,196665522855697752,2315633810975232333
N/A,motorway_link / 16298269,0.352,yes,159,no,196248257953881241,-2298040126064816713
N/A,motorway_link / 16321491,0.382,yes,285,no,191513760626201646,-2300239167360071187
N/A,motorway_link / 16322881,0.267,yes,356,no,194001956640479389,-2290145641150538811
N/A,motorway_link / 16327067,0.303,yes,351,no,189607207964856527,2315673366466400619
N/A,motorway_link / 16363488,0.399,yes,76,no,191100894263726962,-2298132504656212549
N/A,motorway_link / 16369272,0.038,yes,218,no,184739120214001705,6927165852272824609
N/A,motorway_link / 16379131,0.386,yes,222,no,185119549434710228,6912010185461462615
N/A,motorway_link / 16389187,0.528,yes,198,no,189605008891269324,-6908217639887171387
N/A,motorway_link / 16400826,0.071,yes,292,no,184434006591358878,6934334666926202327
N/A,motorway_link / 16413254,0.047,yes,231,no,184922188105730172,6920502812506850635
N/A,motorway_link / 16414929,0.058,yes,210,no,189951355149439339,6927702433828180503
N/A,motorway_link / 16415643,0.600,yes,295,no,189823261761163564,-6909730567010382381
N/A,motorway_link / 16416942,0.033,yes,195,no,184983210985343128,6920366473295693071
N/A,motorway_link / 16446291,0.017,yes,107,no,184982661224810648,6920331288923604219
N/A,motorway_link / 16447426,0.264,yes,191,no,189350469887938649,-2313798353033367043
N/A,motorway_link / 16447427,0.419,yes,248,no,189357616721383515,2297953636139921947
N/A,motorway_link / 16447834,0.030,yes,188,no,196661674567621975,6927311033286529381
N/A,motorway_link / 16448490,0.430,yes,318,no,184937032045906050,-6910034050873815755
N/A,motorway_link / 16458082,0.344,yes,17,no,190061857631981981,-6894280228744451725
N/A,motorway_link / 16458766,0.304,yes,185,no,194533018602920334,-6919969201370170419
N/A,motorway_link / 16464060,0.323,yes,355,no,189607757581734095,2314512282187468611
N/A,motorway_link / 16464701,0.030,yes,34,no,186429069325847337,-2298392007253422785
N/A,motorway_link / 16473897,0.014,yes,75,no,189606108306952398,-2297274891318063303
N/A,motorway_link / 16481649,0.058,yes,89,no,185044783632828596,2308654066828313855
N/A,motorway_link / 16484194,0.360,yes,21,no,190069003785425312,-6899918524340232337
N/A,motorway_link / 16493561,0.033,yes,137,no,191314749632369623,-6906810258483571959
N/A,motorway_link / 16493562,0.026,yes,108,no,191313650121266135,2316561778367009547
N/A,motorway_link / 16498570,0.063,yes,14,no,190053609732395418,2316020813837373981
N/A,motorway_link / 16499535,0.007,yes,326,no,192660553616414267,-2280434759577359069
N/A,motorway_link / 16501264,0.123,yes,358,no,192540706845316613,6942893296355126557
N/A,motorway_link / 16507276,0.026,yes,299,no,192752912464172645,-6893202697092060361
N/A,motorway_link / 16509746,0.290,yes,339,no,183978260048201422,-6892085626742493931
N/A,motorway_link / 16520762,0.326,yes,326,no,193570399055861719,-2284027960091466079
N/A,motorway_link / 16544898,0.356,yes,109,no,194648470528809408,-6893044360161514635
N/A,motorway_link / 16551400,0.024,yes,119,no,187972783649148391,-2298405195504153289
N/A,motorway_link / 16556690,0.086,yes,302,no,183899644822636202,-2281635459690910979
N/A,motorway_link / 16575194,0.307,yes,181,no,185140440666294495,-2307003387237892659
N/A,motorway_link / 16592076,0.025,yes,358,no,184922737862068349,2308816794079462731
N/A,motorway_link / 16596738,0.340,yes,278,no,190473624845636182,2330059379930311423
N/A,motorway_link / 16597191,0.104,yes,45,no,189436783534100608,-2297129756429119613
N/A,motorway_link / 16601143,0.432,yes,73,no,192852415222994575,2304625486037253601
N/A,motorway_link / 16603085,0.440,yes,315,no,193000849280161491,2304559515903720865
N/A,motorway_link / 16614933,0.362,yes,357,no,196435724672261360,-6909840492986364545
N/A,motorway_link / 16627721,0.332,yes,75,no,194957431618493005,6927922355275567743
N/A,motorway_link / 16628371,0.062,yes,172,no,184922188107303036,-2302847234115369653
N/A,motorway_link / 16636457,0.029,yes,320,no,192299362329646487,-6906519983657839731
N/A,motorway_link / 16641246,0.217,yes,331,no,184096457066366724,2327240207770854893
N/A,motorway_link / 16646927,0.008,yes,350,no,189611056195784913,2315136804800434307
N/A,motorway_link / 16681560,0.043,yes,175,no,196658926202215766,6930781091975403407
N/A,motorway_link / 16682861,0.341,yes,75,no,195348306224306943,2301326960668702717
N/A,motorway_link / 16695056,0.046,yes,223,no,190038216469467539,2315185184943640733
N/A,motorway_link / 16699985,0.199,yes,250,no,192552801497339401,2331413986174578037
N/A,motorway_link / 16717640,0.099,yes,131,no,183952421368710851,2329953801914559181
N/A,motorway_link / 16724033,0.168,yes,240,no,189615454083436753,-2297895015829991895
N/A,motorway_link / 16726587,0.292,yes,76,no,191324645239116761,-6906805860378340591
N/A,motorway_link / 16733484,0.304,yes,166,no,194500034405947775,6924821730719435987
N/A,motorway_link / 16760535,0.266,yes,269,no,189907924326895957,6926752455637078115
N/A,motorway_link / 16767440,0.215,yes,269,no,188209728412274257,-2298343621932348081
N/A,motorway_link / 16776096,0.014,yes,37,no,185107455816059089,2308825590877128013
N/A,motorway_link / 16777424,0.081,yes,169,no,190187749976920535,2314578255095533435
N/A,motorway_link / 16779529,0.447,yes,91,no,195116309299681940,6913246074682472561
N/A,motorway_link / 16780901,0.096,yes,232,no,189526943534764202,2314952086532395061
N/A,motorway_link / 16789544,0.326,yes,264,no,189901877865959762,6933916873384795421
N/A,motorway_link / 16796694,0.158,yes,287,no,195446162762324781,2301370941490329609
N/A,motorway_link / 16809804,0.076,yes,67,no,193991511280539800,-6901866843989861417
N/A,motorway_link / 16816825,0.373,yes,103,no,191037675702145878,6953413417905438645
N/A,motorway_link / 16821004,0.066,yes,271,yes,194955784038210126,-2281283573794198623
N/A,motorway_link / 16827605,0.059,yes,96,no,183783096681842294,6942501836814298203
N/A,motorway_link / 16829681,0.333,yes,26,no,190061856869142941,6934383066912661013
N/A,motorway_link / 16830033,0.487,yes,257,no,190989845510312767,6941358372242336353
N/A,motorway_link / 16845593,0.370,yes,250,no,191519808554619953,-2295111045107150051
N/A,motorway_link / 16845594,0.035,yes,224,no,191528054893925432,-6906770675251277023
N/A,motorway_link / 16849413,0.248,yes,23,no,188688016002862891,-2298092931465081381
N/A,motorway_link / 16849885,0.019,yes,175,no,184895800474683504,-2297433238962958605
N/A,motorway_link / 16851430,0.412,yes,171,no,192028881620915483,-2301901627003500845
N/A,motorway_link / 16855312,0.019,yes,253,no,192751812952544869,2330169339758521143
N/A,motorway_link / 16864685,0.038,yes,138,no,194001956634187933,-2290229204038444103
N/A,motorway_link / 16877008,0.306,yes,331,no,185143739200653536,6916359853549026765
N/A,motorway_link / 16879074,0.179,yes,67,no,187704502807252332,6924918461828173097
N/A,motorway_link / 16890633,0.366,yes,345,no,194302672575224101,-2294292997861272483
N/A,motorway_link / 16891142,0.293,yes,259,no,185576947702122915,-2299337590482924645
N/A,motorway_link / 16897560,0.440,yes,167,no,192337847364179367,-2276938313827863769
N/A,motorway_link / 16897566,0.412,yes,197,no,192337297620424103,-2276938313827863673
N/A,motorway_link / 16902093,0.356,yes,260,no,190458781438661199,2330050583782763269
N/A,motorway_link / 16908109,0.232,yes,197,no,189596761436278985,6917498964571848715
N/A,motorway_link / 16909182,0.199,yes,14,no,189730904741597448,-2281644233531053303
N/A,motorway_link / 16912442,0.045,yes,113,no,185044233874393267,-2303053941837921037
N/A,motorway_link / 16919502,0.311,yes,354,no,196774924078112138,-2297587125271392633
N/A,motorway_link / 16927151,0.260,yes,108,no,194957983064087117,-2281257185515131999
N/A,motorway_link / 16933447,0.234,yes,208,no,184183868122810155,-2285483749305998269
N/A,motorway_link / 16944017,0.154,yes,341,no,189438982565744770,-6908723415865094247
N/A,motorway_link / 16944064,0.386,yes,322,no,194215262067185916,-6900393497540420017
N/A,motorway_link / 16947369,0.381,yes,300,no,192734768932148826,2316838860745610109
N/A,motorway_link / 16950009,0.054,yes,270,no,194375240275548487,2316786090420212593
N/A,motorway_link / 16952275,0.337,yes,343,no,190197645735711194,-2295779553241460293
N/A,motorway_link / 16956966,0.429,yes,22,no,191937076097799410,6952384278438100505
N/A,motorway_link / 16957238,0.197,yes,197,no,195466507192458038,2330415640706296755
N/A,motorway_link / 16975761,0.412,yes,157,no,193749069560633384,-6896835479693417315
N/A,motorway_link / 16984359,0.156,yes,163,no,189607757534023887,6925780486196301463
N/A,motorway_link / 16991312,0.240,yes,118,no,195886518881049588,-6907645869866086009
N/A,motorway_link / 16999772,0.394,yes,140,no,193365340230080377,6940118132175415301
N/A,motorway_link / 17000218,0.346,yes,152,no,194236152462006534,-6903129082405316239
N/A,motorway_link / 17002936,0.093,yes,322,no,188685267227987755,-2298022562733486627
N/A,motorway_link / 17012777,0.329,yes,299,no,196477506088426752,-2298400764989534937
N/A,motorway_link / 17012778,0.026,yes,349,no,196484103155571974,-6910130763882033881
N/A,motorway_link / 17017723,0.066,yes,68,no,189433484998168703,-6908824570960015493
N/A,motorway_link / 17018059,0.030,yes,113,no,196457167239863546,2331022574916480185
N/A,motorway_link / 17023163,0.278,yes,65,no,195384591848135440,2315919679124673007
N/A,motorway_link / 17025660,0.335,yes,343,no,189600610343014603,-2300634998863034083
